id,clock,core,thread,is_L2,L2,is_L3,L3,is_smart_cache,smart_cache,SP,m_cap,m_bus,m_clock,capacity,generation,rpm(0)/read(1),cache(0)/write(1),score
247,2.4,1.0,1.0,1.0,512.0,0.0,0.0,0.0,0.0,6.0,128.0,128.0,600.0,0.512,1.0,7200.0,2000.0,44985.0
251,3.0,1.0,2.0,1.0,1000.0,0.0,0.0,0.0,0.0,12.0,256.0,256.0,730.0,2.0469999999999997,1.0,7200.0,8000.0,73479.0
258,2.4,1.0,2.0,1.0,512.0,0.0,0.0,0.0,0.0,6.0,128.0,128.0,600.0,2.0469999999999997,1.0,7200.0,2000.0,67728.0
269,2.5,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2000.0,5.0,128.0,128.0,400.0,0.512,1.0,5400.0,2000.0,39364.0
270,3.0,1.0,2.0,1.0,1000.0,0.0,0.0,0.0,0.0,6.0,128.0,128.0,600.0,1.023,0.0,7200.0,8000.0,43693.0
282,1.6,1.0,1.0,1.0,1000.0,0.0,0.0,0.0,0.0,3.0,32.0,64.0,366.0,0.511,1.0,5400.0,8000.0,32700.0
284,1.6,1.0,1.0,1.0,1000.0,0.0,0.0,0.0,0.0,3.0,32.0,64.0,366.0,0.511,1.0,5400.0,8000.0,32700.0
287,0.75,1.0,1.0,1.0,256.0,0.0,0.0,0.0,0.0,2.0,16.0,32.0,332.0,0.384,0.0,4200.0,2000.0,14941.0
302,3.0,1.0,2.0,1.0,1000.0,0.0,0.0,0.0,0.0,12.0,256.0,256.0,730.0,2.048,1.0,7200.0,2000.0,68896.0
325,0.6,1.0,1.0,1.0,512.0,0.0,0.0,0.0,0.0,64.0,512.0,256.0,1800.0,0.511,1.0,4200.0,2000.0,41399.0
327,0.6,1.0,1.0,1.0,512.0,0.0,0.0,0.0,0.0,64.0,512.0,256.0,1800.0,0.512,1.0,4200.0,2000.0,41399.0
328,2.8,1.0,1.0,1.0,512.0,0.0,0.0,0.0,0.0,7.0,128.0,128.0,906.0,1.024,1.0,7200.0,8000.0,48026.0
340,3.0,1.0,2.0,1.0,1000.0,0.0,0.0,0.0,0.0,12.0,256.0,256.0,730.0,1.023,1.0,7200.0,8000.0,73289.0
341,1.6,4.0,4.0,1.0,2000.0,0.0,0.0,0.0,0.0,6.0,128.0,128.0,600.0,0.512,1.0,7200.0,8000.0,59880.0
344,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2000.0,6.0,128.0,128.0,600.0,0.512,1.0,7200.0,2000.0,34274.0
355,1.6,4.0,4.0,1.0,2000.0,0.0,0.0,0.0,0.0,5.0,128.0,128.0,400.0,0.767,1.0,7200.0,2000.0,36472.0
359,1.7,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2000.0,3840.0,16384.0,4096.0,2000.0,0.512,0.0,5400.0,2000.0,20289.0
366,3.06,1.0,2.0,1.0,512.0,0.0,0.0,0.0,0.0,7.0,128.0,256.0,850.0,1.024,1.0,7200.0,2000.0,49406.0
370,2.8,1.0,1.0,1.0,512.0,0.0,0.0,0.0,0.0,5.0,128.0,128.0,400.0,0.511,1.0,7200.0,2000.0,52005.0
382,0.6,1.0,1.0,1.0,512.0,0.0,0.0,0.0,0.0,64.0,512.0,256.0,1800.0,0.511,1.0,4200.0,2000.0,41623.0
386,3.0,1.0,2.0,1.0,1000.0,0.0,0.0,0.0,0.0,7.0,256.0,256.0,850.0,1.023,1.0,7200.0,2000.0,58082.0
387,2.8,1.0,1.0,1.0,512.0,0.0,0.0,0.0,0.0,384.0,2048.0,128.0,3600.0,1.024,1.0,7200.0,8000.0,48481.0
390,3.0,1.0,2.0,1.0,1000.0,0.0,0.0,0.0,0.0,7.0,256.0,256.0,950.0,1.023,1.0,7200.0,2000.0,61985.0
393,1.7,2.0,2.0,0.0,0.0,1.0,2000.0,0.0,0.0,2.0,64.0,64.0,332.0,0.512,1.0,5400.0,2000.0,23891.0
394,2.8,1.0,1.0,1.0,512.0,0.0,0.0,0.0,0.0,7.0,128.0,256.0,850.0,1.024,1.0,7200.0,8000.0,63719.0
401,1.7,1.0,1.0,1.0,256.0,0.0,0.0,0.0,0.0,2.0,64.0,128.0,400.0,0.767,1.0,4200.0,8000.0,28598.0
405,1.7,1.0,1.0,1.0,256.0,0.0,0.0,0.0,0.0,2.0,64.0,128.0,400.0,0.7659999999999999,1.0,4200.0,8000.0,28508.0
458,1.7,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2000.0,2.0,64.0,64.0,332.0,0.255,0.0,5400.0,2000.0,18278.0
464,1.6,4.0,4.0,1.0,2000.0,0.0,0.0,0.0,0.0,6.0,128.0,128.0,400.0,1.024,1.0,7200.0,8000.0,46045.0
466,1.7,2.0,2.0,0.0,0.0,1.0,2000.0,0.0,0.0,5.0,128.0,128.0,650.0,0.256,1.0,7200.0,2000.0,32177.0
482,3.0,1.0,2.0,1.0,1000.0,0.0,0.0,0.0,0.0,7.0,256.0,256.0,950.0,1.023,1.0,7200.0,2000.0,64395.0
496,1.6,4.0,4.0,1.0,2000.0,0.0,0.0,0.0,0.0,5.0,128.0,128.0,400.0,0.767,1.0,7200.0,2000.0,35728.0
506,3.06,1.0,2.0,1.0,512.0,0.0,0.0,0.0,0.0,5.0,64.0,128.0,400.0,1.023,1.0,5400.0,16000.0,37455.0
511,3.0,1.0,2.0,1.0,1000.0,0.0,0.0,0.0,0.0,6.0,128.0,128.0,600.0,1.024,1.0,7200.0,8000.0,56535.0
513,2.8,1.0,2.0,1.0,512.0,0.0,0.0,0.0,0.0,7.0,128.0,256.0,850.0,1.023,1.0,7200.0,8000.0,69680.0
537,3.06,1.0,2.0,1.0,512.0,0.0,0.0,0.0,0.0,6.0,64.0,128.0,250.0,0.256,1.0,7200.0,2000.0,58924.0
549,3.2,1.0,2.0,1.0,1000.0,0.0,0.0,0.0,0.0,7.0,128.0,256.0,850.0,1.023,1.0,10000.0,8000.0,73720.0
558,2.8,1.0,1.0,1.0,512.0,0.0,0.0,0.0,0.0,6.0,128.0,128.0,600.0,0.512,1.0,7200.0,8000.0,56613.0
565,2.2,1.0,1.0,1.0,1000.0,0.0,0.0,0.0,0.0,3.0,32.0,64.0,332.0,1.024,1.0,5400.0,2000.0,20956.0
566,2.4,1.0,1.0,1.0,512.0,0.0,0.0,0.0,0.0,6.0,128.0,128.0,648.0,0.512,1.0,7200.0,8000.0,53829.0
574,1.6,4.0,4.0,1.0,2000.0,0.0,0.0,0.0,0.0,6.0,128.0,128.0,650.0,1.023,1.0,7200.0,8000.0,55009.0
577,2.4,1.0,1.0,1.0,128.0,0.0,0.0,0.0,0.0,384.0,2048.0,128.0,3600.0,0.64,1.0,7200.0,2000.0,35683.0
583,2.4,1.0,2.0,1.0,512.0,0.0,0.0,0.0,0.0,6.0,128.0,128.0,648.0,1.023,1.0,10000.0,8000.0,62483.0
638,3.06,1.0,2.0,1.0,512.0,0.0,0.0,0.0,0.0,7.0,128.0,256.0,850.0,1.024,1.0,7200.0,8000.0,54955.0
663,2.8,1.0,1.0,1.0,512.0,0.0,0.0,0.0,0.0,4.0,32.0,64.0,143.0,0.512,1.0,5400.0,512.0,45911.0
673,2.4,1.0,1.0,1.0,512.0,0.0,0.0,0.0,0.0,4.0,64.0,128.0,400.0,0.512,1.0,7200.0,8000.0,44430.0
674,3.0,1.0,2.0,1.0,1000.0,0.0,0.0,0.0,0.0,7.0,128.0,256.0,500.0,1.023,1.0,7200.0,8000.0,45493.0
675,2.8,1.0,1.0,1.0,512.0,0.0,0.0,0.0,0.0,6.0,128.0,128.0,600.0,1.024,1.0,7200.0,8000.0,35620.0
