,id,capacity,generation
20896,40676,2.048,2
20897,40677,1.279,
20898,40678,0.512,1
20899,40679,0.512,1
20900,40680,2.047,1
20901,40681,1.024,1
20902,40682,0.768,1
20903,40683,2.048,1
20904,40685,2.048,1
20905,40686,2.048,1
20906,40687,1.024,2
20907,40688,0.512,1
20908,40689,1.024,2
20909,40690,0.512,0
20910,40691,0.384,0
20911,40692,0.511,2
20912,40693,0.48,2
20913,40695,1.024,1
20914,40696,1.024,
20915,40697,1.024,2
20916,40698,2.048,1
20917,40699,0.384,0
20918,40700,1.024,1
20919,40701,1.024,1
20920,40702,2.045,2
20921,40703,0.512,1
20922,40704,0.512,1
20923,40709,0.512,4
20924,40710,1.024,2
20925,40712,2.047,2
20926,40713,0.384,0
20927,40714,2.047,2
20928,40717,2.048,1
20929,40719,2.047,2
20930,40721,1.024,
20931,40722,1.024,1
20932,40723,1.024,1
20933,40724,0.511,1
20934,40725,1.024,1
20935,40726,1.024,2
20936,40727,1.023,1
20937,40728,1.024,1
20938,40729,2.048,1
20939,40731,2.048,1
20940,40732,1.024,2
20941,40734,1.024,1
20942,40735,2.047,1
20943,40736,0.256,1
20944,40738,2.048,1
20945,40741,1.024,2
20946,40743,1.024,
20947,40744,2.048,2
20948,40745,0.255,0
20949,40746,1.024,
20950,40747,0.504,1
20951,40748,0.512,1
20952,40749,0.504,1
20953,40750,0.512,0
20954,40751,0.512,1
20955,40752,1.024,1
20956,40753,1.279,1
20957,40754,0.512,1
20958,40755,1.024,1
20959,40756,0.512,1
20960,40757,1.023,1
20961,40758,1.024,1
20962,40759,1.024,1
20963,40762,0.512,1
20964,40763,1.024,1
20965,40764,1.023,1
20966,40766,0.512,1
20967,40767,2.048,1
20968,40768,1.023,1
20969,40769,1.024,1
20970,40770,1.024,1
20971,40771,0.503,1
20972,40772,1.536,1
20973,40773,0.479,1
20974,40774,0.511,1
20975,40775,0.255,1
20976,40778,0.512,4
20977,40780,0.48,1
20978,40781,2.048,1
20979,40782,0.48,1
20980,40783,1.024,1
20981,40784,1.024,1
20982,40785,2.048,1
20983,40786,0.48,1
20984,40787,0.512,1
20985,40788,1.024,1
20986,40789,2.048,2
20987,40790,1.024,1
20988,40791,1.024,2
20989,40792,0.496,1
20990,40793,1.024,1
20991,40795,1.024,1
20992,40796,0.384,0
20993,40797,1.023,1
20994,40798,1.536,1
20995,40800,1.024,1
20996,40801,1.024,1
20997,40803,1.024,1
20998,40804,1.023,1
20999,40805,1.024,1
21000,40806,1.024,1
21001,40807,1.023,1
21002,40808,1.023,1
21003,40809,0.895,1
21004,40810,0.001,1
21005,40811,1.024,1
21006,40812,2.048,1
21007,40813,2.048,
21008,40814,1.023,2
21009,40815,2.048,
21010,40816,2.048,1
21011,40817,1.023,1
21012,40818,0.384,
21013,40819,2.048,
21014,40820,1.024,1
21015,40821,1.023,2
21016,40822,1.024,1
21017,40823,1.024,1
21018,40824,2.047,2
21019,40825,1.024,1
21020,40826,0.512,1
21021,40827,0.512,1
21022,40828,1.024,1
21023,40829,0.095,
21024,40830,0.255,
21025,40831,0.512,1
21026,40832,0.512,1
21027,40833,1.023,2
21028,40834,1.024,
21029,40835,1.023,4
21030,40836,1.024,1
21031,40837,0.768,1
21032,40838,1.023,1
21033,40839,1.023,1
21034,40840,1.024,1
21035,40841,1.024,
21036,40846,1.024,
21037,40847,1.024,1
21038,40849,0.512,1
21039,40850,0.512,1
21040,40851,1.024,1
21041,40852,0.448,1
21042,40853,0.448,1
21043,40854,1.024,1
21044,40855,1.024,1
21045,40856,1.024,1
21046,40857,1.28,0
21047,40859,1.024,1
21048,40861,1.024,1
21049,40863,1.024,1
21050,40864,1.024,1
21051,40865,0.512,1
21052,40866,1.024,1
21053,40867,1.024,2
21054,40868,0.512,1
21055,40870,0.512,1
21056,40871,1.536,0
21057,40872,1.024,1
21058,40873,1.024,2
21059,40874,0.224,1
21060,40876,0.512,1
21061,40877,1.023,2
21062,40881,0.511,1
21063,40882,2.048,1
21064,40883,1.024,2
21065,40884,1.023,2
21066,40885,0.504,1
21067,40886,0.247,0
21068,40887,1.023,1
21069,40888,1.024,2
21070,40889,0.512,1
21071,40890,0.255,1
21072,40891,1.024,2
21073,40892,0.767,
21074,40893,0.256,0
21075,40894,0.759,
21076,40895,2.048,1
21077,40896,0.512,2
21078,40897,2.045,2
21079,40898,2.048,1
21080,40899,1.024,1
21081,40900,1.015,2
21082,40901,1.016,2
21083,40902,1.024,2
21084,40903,0.48,1
21085,40904,0.248,0
21086,40906,1.015,1
21087,40907,1.024,1
21088,40908,1.024,1
21089,40909,1.023,1
21090,40910,0.248,
21091,40911,1.024,1
21092,40912,2.048,1
21093,40915,2.048,2
21094,40917,1.024,
21095,40918,2.048,2
21096,40920,2.048,2
21097,40922,2.048,2
21098,40924,1.024,1
21099,40925,1.024,1
21100,40926,2.048,2
21101,40927,1.024,
21102,40928,1.024,1
21103,40929,1.279,1
21104,40930,1.024,1
21105,40931,1.536,1
21106,40932,0.512,1
21107,40934,2.048,1
21108,40935,1.535,1
21109,40936,1.023,1
21110,40937,0.768,1
21111,40938,1.535,1
21112,40939,0.256,0
21113,40940,1.535,1
21114,40941,0.512,0
21115,40942,1.024,1
21116,40943,1.024,1
21117,40944,1.024,1
21118,40945,1.024,1
21119,40946,1.024,1
21120,40947,1.024,1
21121,40948,0.512,1
21122,40949,0.704,1
21123,40950,1.024,1
21124,40951,1.024,0
21125,40952,1.024,
21126,40957,0.494,0
21127,40958,0.102,1
21128,40959,0.512,1
21129,40960,0.512,1
21130,40962,0.32,0
21131,40964,2.048,2
21132,40965,0.512,0
21133,40967,0.511,1
21134,40968,1.024,1
21135,40970,1.008,1
21136,40973,1.024,1
21137,40975,0.575,1
21138,40976,0.512,1
21139,40979,0.512,1
21140,40982,1.024,1
21141,40984,0.512,0
21142,40985,0.638,0
21143,40987,1.023,1
21144,40988,1.024,1
21145,40989,0.512,
21146,40990,1.023,1
21147,40991,0.767,
21148,40992,0.384,0
21149,40993,1.023,1
21150,40994,1.023,0
21151,40995,1.024,1
21152,40996,1.024,
21153,40997,1.015,2
21154,40999,1.024,1
21155,41000,1.024,1
21156,41001,2.016,
21157,41002,1.024,1
21158,41003,0.384,1
21159,41004,1.024,2
21160,41005,2.048,1
21161,41007,1.015,2
21162,41008,1.023,1
21163,41010,1.024,1
21164,41013,0.256,0
21165,41015,0.384,0
21166,41016,0.511,0
21167,41017,1.024,1
21168,41019,0.248,2
21169,41020,1.024,1
21170,41021,1.024,1
21171,41022,0.512,0
21172,41023,0.959,1
21173,41024,2.048,1
21174,41026,1.023,0
21175,41027,2.048,1
21176,41028,1.024,1
21177,41029,0.504,2
21178,41031,0.512,1
21179,41032,1.024,1
21180,41035,0.494,0
21181,41036,0.191,0
21182,41037,0.959,1
21183,41039,2.048,2
21184,41040,0.767,
21185,41041,0.576,1
21186,41042,2.048,1
21187,41043,2.048,2
21188,41044,2.048,2
21189,41045,1.023,1
21190,41046,0.512,1
21191,41047,1.024,1
21192,41048,1.024,1
21193,41049,0.511,1
21194,41052,0.512,2
21195,41055,0.512,0
21196,41056,1.536,1
21197,41057,0.496,1
21198,41058,0.448,1
21199,41059,0.512,1
21200,41062,0.512,1
21201,41063,1.024,1
21202,41064,2.048,2
21203,41067,1.023,1
21204,41068,1.023,1
21205,41069,1.016,1
21206,41070,0.224,1
21207,41071,2.048,2
21208,41072,0.384,0
21209,41073,0.102,1
21210,41074,0.448,1
21211,41077,0.512,1
21212,41078,0.64,1
21213,41079,2.048,1
21214,41080,1.024,1
21215,41081,2.048,1
21216,41082,0.512,1
21217,41084,1.024,1
21218,41085,0.256,1
21219,41086,1.024,2
21220,41087,0.512,1
21221,41088,1.024,1
21222,41089,1.024,1
21223,41091,2.048,1
21224,41092,1.022,1
21225,41093,2.048,1
21226,41094,0.511,0
21227,41095,0.448,1
21228,41096,1.535,1
21229,41097,1.023,1
21230,41098,1.024,1
21231,41099,1.024,1
21232,41100,1.024,1
21233,41103,1.015,2
21234,41104,1.024,1
21235,41105,1.015,2
21236,41106,1.016,1
21237,41107,1.024,1
21238,41108,0.478,
21239,41109,1.015,2
21240,41110,1.023,
21241,41111,1.024,1
21242,41112,1.021,2
21243,41113,1.024,1
21244,41114,0.504,1
21245,41115,0.992,1
21246,41116,1.013,2
21247,41117,1.024,1
21248,41118,1.013,2
21249,41119,1.024,1
21250,41120,0.511,2
21251,41121,1.023,1
21252,41122,0.48,2
21253,41123,2.048,1
21254,41124,1.024,2
21255,41125,2.048,1
21256,41126,2.047,1
21257,41127,1.024,1
21258,41128,1.024,1
21259,41129,1.024,1
21260,41130,1.024,1
21261,41131,2.048,1
21262,41132,2.048,
21263,41133,1.024,2
21264,41134,0.48,1
21265,41135,2.048,1
21266,41136,0.512,1
21267,41137,0.512,0
21268,41138,2.047,1
21269,41141,0.512,1
21270,41142,2.048,1
21271,41143,1.024,1
21272,41144,0.504,1
21273,41145,0.32,0
21274,41146,0.496,1
21275,41147,2.048,1
21276,41148,1.024,1
21277,41149,2.048,
21278,41150,1.024,1
21279,41151,0.503,1
21280,41152,1.536,1
21281,41153,0.248,1
21282,41154,1.024,1
21283,41157,2.045,2
21284,41158,1.015,2
21285,41159,1.016,2
21286,41160,2.048,1
21287,41161,1.023,1
21288,41162,1.024,1
21289,41163,0.352,1
21290,41164,0.512,1
21291,41165,0.479,1
21292,41166,1.008,1
21293,41167,1.015,1
21294,41168,0.512,2
21295,41169,1.015,2
21296,41170,0.512,1
21297,41171,0.511,1
21298,41172,1.024,1
21299,41173,0.447,
21300,41174,1.024,1
21301,41175,0.448,1
21302,41176,1.015,2
21303,41177,1.024,1
21304,41178,1.015,2
21305,41179,1.024,1
21306,41180,0.512,1
21307,41181,1.024,1
21308,41182,0.512,1
21309,41183,1.024,1
21310,41184,0.495,1
21311,41185,0.512,1
21312,41188,1.024,1
21313,41189,0.503,1
21314,41190,1.024,1
21315,41191,1.024,1
21316,41192,2.047,1
21317,41193,0.384,0
21318,41194,1.024,1
21319,41195,1.015,2
21320,41196,1.024,1
21321,41197,0.368,0
21322,41198,1.536,1
21323,41199,1.023,
21324,41200,1.024,1
21325,41201,0.48,1
21326,41202,1.024,1
21327,41203,0.368,0
21328,41208,0.512,0
21329,41209,1.023,1
21330,41211,2.048,2
21331,41212,0.512,1
21332,41214,1.015,2
21333,41215,1.024,1
21334,41217,1.024,1
21335,41218,1.024,1
21336,41219,0.512,1
21337,41221,1.024,1
21338,41222,1.024,1
21339,41223,2.048,2
21340,41224,1.023,1
21341,41225,2.048,1
21342,41226,0.511,1
21343,41227,2.048,1
21344,41228,1.28,1
21345,41229,1.024,
21346,41230,0.48,1
21347,41231,1.023,1
21348,41232,0.512,1
21349,41233,1.024,1
21350,41235,1.024,1
21351,41236,0.768,
21352,41237,2.048,1
21353,41238,0.448,1
21354,41239,0.511,1
21355,41240,1.024,1
21356,41242,0.512,1
21357,41243,1.024,1
21358,41244,2.048,1
21359,41245,0.48,1
21360,41246,2.048,1
21361,41247,1.536,0
21362,41248,0.512,1
21363,41249,0.48,1
21364,41250,0.504,1
21365,41251,0.12,
21366,41252,0.112,0
21367,41253,1.023,1
21368,41254,0.512,0
21369,41255,0.48,1
21370,41257,1.024,1
21371,41259,0.992,1
21372,41261,1.024,1
21373,41268,1.024,2
21374,41270,1.023,1
21375,41271,1.024,1
21376,41272,0.256,1
21377,41273,0.512,1
21378,41276,1.024,1
21379,41277,1.024,1
21380,41278,0.512,1
21381,41279,1.024,1
21382,41280,0.224,1
21383,41281,0.512,1
21384,41282,0.32,
21385,41283,1.024,1
21386,41284,1.024,1
21387,41285,1.023,
21388,41286,2.048,1
21389,41288,0.512,1
21390,41289,0.032,1
21391,41291,1.024,2
21392,41292,1.024,1
21393,41293,2.048,2
21394,41294,2.048,2
21395,41295,1.024,1
21396,41297,1.279,1
21397,41298,1.024,1
21398,41299,0.479,1
21399,41300,1.536,1
21400,41301,0.511,0
21401,41302,1.024,1
21402,41303,1.527,1
21403,41307,0.32,0
21404,41308,0.48,1
21405,41310,2.048,1
21406,41311,2.048,1
21407,41313,1.023,1
21408,41314,2.048,1
21409,41316,1.024,1
21410,41318,1.024,1
21411,41319,1.024,1
21412,41320,1.024,1
21413,41322,2.048,1
21414,41323,0.384,
21415,41325,0.512,1
21416,41326,1.023,1
21417,41327,2.048,
21418,41331,2.048,
21419,41332,1.024,1
21420,41333,2.048,1
21421,41334,0.352,
21422,41335,0.256,1
21423,41336,1.023,1
21424,41337,2.039,2
21425,41338,0.512,4
21426,41339,0.512,4
21427,41340,1.024,2
21428,41342,0.376,0
21429,41343,1.023,1
21430,41344,2.048,
21431,41345,0.991,0
21432,41346,1.023,2
21433,41348,1.024,1
21434,41350,0.512,1
21435,41351,2.048,2
21436,41352,1.024,1
21437,41353,0.448,1
21438,41355,1.024,1
21439,41356,0.767,
21440,41357,1.024,1
21441,41358,0.24,1
21442,41361,1.024,1
21443,41363,1.024,1
21444,41366,0.32,
21445,41367,1.008,1
21446,41368,1.536,2
21447,41370,1.024,1
21448,41371,2.047,1
21449,41372,1.015,2
21450,41373,2.048,1
21451,41374,0.512,
21452,41375,1.024,1
21453,41376,1.024,1
21454,41377,1.023,2
21455,41378,1.024,2
21456,41379,1.024,
21457,41380,1.024,2
21458,41381,0.32,
21459,41382,0.511,1
21460,41383,1.536,
21461,41384,1.023,1
21462,41385,1.024,2
21463,41386,2.048,
21464,41387,2.048,1
21465,41388,1.024,1
21466,41389,0.511,1
21467,41390,1.024,1
21468,41391,1.023,1
21469,41392,1.024,1
21470,41394,1.024,1
21471,41395,1.024,2
21472,41396,1.023,1
21473,41397,1.024,2
21474,41399,0.248,1
21475,41400,0.128,0
21476,41401,2.048,1
21477,41402,0.511,
21478,41404,2.048,2
21479,41405,2.047,1
21480,41406,1.016,2
21481,41408,1.024,
21482,41409,1.024,1
21483,41410,0.624,0
21484,41411,1.024,1
21485,41412,2.048,1
21486,41413,2.048,1
21487,41414,0.512,1
21488,41415,2.048,1
21489,41416,4.096,2
21490,41417,0.511,1
21491,41418,0.247,
21492,41419,1.022,2
21493,41420,0.512,1
21494,41422,0.512,1
21495,41423,2.048,1
21496,41424,0.511,1
21497,41425,2.04,
21498,41426,1.536,1
21499,41427,0.512,1
21500,41428,1.536,1
21501,41429,1.536,1
21502,41431,0.766,1
21503,41432,0.512,1
21504,41433,1.024,1
21505,41434,0.512,1
21506,41435,2.048,1
21507,41436,0.256,0
21508,41437,0.512,1
21509,41438,0.32,
21510,41439,0.384,0
21511,41440,1.024,1
21512,41441,0.48,1
21513,41442,1.024,1
21514,41443,2.048,1
21515,41444,1.024,1
21516,41446,1.024,1
21517,41447,0.768,1
21518,41448,1.024,1
21519,41449,0.503,0
21520,41450,0.512,
21521,41451,0.19,0
21522,41452,0.736,
21523,41454,1.024,1
21524,41455,0.768,1
21525,41456,0.512,1
21526,41457,0.512,1
21527,41458,0.768,1
21528,41459,1.024,1
21529,41462,1.024,1
21530,41463,1.023,
21531,41464,0.512,1
21532,41465,0.751,0
21533,41466,1.024,1
21534,41467,1.024,1
21535,41468,1.023,1
21536,41469,2.048,1
21537,41470,1.015,1
21538,41471,1.023,1
21539,41472,0.768,1
21540,41473,1.024,1
21541,41474,0.503,1
21542,41475,0.126,0
21543,41476,0.512,0
21544,41477,1.503,1
21545,41479,1.024,2
21546,41480,2.048,1
21547,41481,0.624,0
21548,41482,0.512,1
21549,41483,0.512,1
21550,41484,2.048,2
21551,41485,1.023,1
21552,41486,1.024,2
21553,41487,1.024,2
21554,41488,1.023,2
21555,41489,2.048,
21556,41490,0.767,1
21557,41493,0.512,1
21558,41494,1.024,1
21559,41496,1.024,1
21560,41498,0.504,1
21561,41500,0.512,1
21562,41501,0.512,1
21563,41502,1.023,1
21564,41503,2.048,1
21565,41504,2.048,1
21566,41505,0.512,1
21567,41506,2.048,1
21568,41507,0.511,2
21569,41508,1.024,1
21570,41509,1.024,1
21571,41511,0.512,1
21572,41512,1.024,1
21573,41514,0.224,1
21574,41519,0.768,0
21575,41522,1.024,
21576,41523,0.176,0
21577,41524,2.048,1
21578,41526,0.512,1
21579,41527,1.024,2
21580,41528,0.512,1
21581,41529,0.512,1
21582,41530,1.015,2
21583,41531,0.51,2
21584,41532,0.511,1
21585,41533,1.024,0
21586,41535,1.024,1
21587,41536,0.496,1
21588,41537,1.024,1
21589,41538,1.024,1
21590,41539,1.151,2
21591,41541,0.767,1
21592,41542,1.024,1
21593,41544,0.48,1
21594,41546,1.024,1
21595,41547,0.255,0
21596,41548,0.494,0
21597,41549,0.768,2
21598,41550,0.768,2
21599,41551,0.768,2
21600,41552,1.024,1
21601,41553,1.024,1
21602,41556,1.024,4
21603,41557,0.511,2
21604,41558,1.024,1
21605,41559,0.512,1
21606,41560,1.024,1
21607,41561,2.045,2
21608,41562,4.096,1
21609,41563,0.504,0
21610,41564,1.023,1
21611,41565,1.024,1
21612,41566,0.512,1
21613,41567,1.024,1
21614,41568,2.048,1
21615,41569,1.024,1
21616,41570,1.024,1
21617,41571,1.023,2
21618,41572,0.992,1
21619,41573,1.023,1
21620,41574,0.383,1
21621,41575,1.024,1
21622,41577,1.024,1
21623,41578,1.024,1
21624,41579,0.512,1
21625,41580,1.023,2
21626,41581,1.024,1
21627,41582,1.016,2
21628,41583,0.624,0
21629,41584,1.024,1
21630,41585,1.024,1
21631,41586,1.023,2
21632,41587,2.048,1
21633,41589,0.512,2
21634,41591,0.704,1
21635,41592,1.024,1
21636,41595,1.024,1
21637,41596,0.512,
21638,41598,1.024,1
21639,41599,1.023,1
21640,41601,1.024,1
21641,41602,1.024,1
21642,41603,2.046,1
21643,41604,1.024,1
21644,41605,2.046,1
21645,41608,1.024,2
21646,41610,1.024,2
21647,41611,2.048,1
21648,41612,0.384,0
21649,41613,1.024,2
21650,41614,0.512,1
21651,41615,0.256,2
21652,41616,2.047,2
21653,41617,0.624,0
21654,41618,1.024,1
21655,41619,1.024,2
21656,41620,1.023,2
21657,41621,2.048,1
21658,41622,0.512,
21659,41623,2.048,1
21660,41624,2.048,1
21661,41625,1.024,1
21662,41626,0.256,1
21663,41627,0.504,2
21664,41628,0.512,
21665,41629,1.024,2
21666,41630,1.016,2
21667,41631,1.023,2
21668,41632,1.016,2
21669,41634,2.048,1
21670,41635,2.048,1
21671,41637,0.255,1
21672,41639,2.048,2
21673,41641,1.024,1
21674,41642,1.024,1
21675,41643,0.512,1
21676,41644,1.024,1
21677,41645,2.048,1
21678,41648,0.102,1
21679,41649,1.024,1
21680,41651,1.024,1
21681,41652,1.024,1
21682,41653,0.512,1
21683,41654,0.512,1
21684,41655,1.023,0
21685,41656,1.024,1
21686,41657,0.512,1
21687,41659,1.536,1
21688,41660,0.512,1
21689,41661,0.51,
21690,41663,1.024,1
21691,41664,1.024,1
21692,41665,1.024,2
21693,41666,1.016,2
21694,41667,0.512,1
21695,41668,2.047,2
21696,41669,1.024,1
21697,41671,1.024,1
21698,41672,0.001,1
21699,41673,0.128,0
21700,41675,1.024,1
21701,41676,0.767,1
21702,41677,0.126,0
21703,41678,1.024,2
21704,41679,1.024,2
21705,41680,0.512,0
21706,41681,1.024,1
21707,41682,1.023,2
21708,41683,0.126,0
21709,41684,0.254,0
21710,41685,0.032,
21711,41686,1.024,1
21712,41687,2.048,1
21713,41688,0.512,1
21714,41689,0.248,0
21715,41690,1.024,1
21716,41693,1.024,2
21717,41694,1.024,1
21718,41696,2.048,1
21719,41698,1.024,1
21720,41699,2.048,1
21721,41700,1.024,1
21722,41702,2.048,2
21723,41703,1.024,1
21724,41704,1.024,1
21725,41705,2.048,1
21726,41706,2.048,1
21727,41707,2.048,1
21728,41708,0.511,1
21729,41709,0.512,1
21730,41710,0.512,1
21731,41711,1.023,1
21732,41713,1.024,1
21733,41717,1.016,2
21734,41719,1.024,2
21735,41723,0.479,2
21736,41725,0.51,1
21737,41729,1.024,2
21738,41730,2.039,2
21739,41733,0.512,1
21740,41737,1.024,1
21741,41738,1.024,1
21742,41739,0.512,
21743,41740,2.048,1
21744,41741,1.024,1
21745,41742,1.024,1
21746,41743,1.024,1
21747,41744,0.703,1
21748,41745,1.024,1
21749,41748,1.023,1
21750,41749,1.023,1
21751,41750,1.024,1
21752,41752,0.512,2
21753,41753,0.64,1
21754,41755,1.023,1
21755,41756,0.512,1
21756,41758,1.024,1
21757,41759,0.128,
21758,41760,0.51,1
21759,41761,0.128,0
21760,41762,1.024,1
21761,41763,0.512,
21762,41764,0.248,0
21763,41765,1.024,1
21764,41766,1.023,1
21765,41768,0.512,1
21766,41769,0.254,1
21767,41770,0.512,1
21768,41771,0.512,1
21769,41772,0.512,1
21770,41773,1.023,2
21771,41774,0.512,1
21772,41775,0.512,1
21773,41776,0.759,
21774,41777,2.048,1
21775,41778,0.512,0
21776,41779,1.024,1
21777,41781,0.736,0
21778,41782,0.768,1
21779,41783,0.479,1
21780,41784,0.511,1
21781,41785,0.736,0
21782,41786,0.512,1
21783,41787,0.511,1
21784,41788,1.023,1
21785,41789,1.536,1
21786,41790,1.024,1
21787,41791,1.024,
21788,41792,2.048,
21789,41793,1.024,1
21790,41794,0.224,1
21791,41795,1.024,1
21792,41796,1.024,1
21793,41797,0.512,1
21794,41798,2.048,1
21795,41799,1.024,2
21796,41800,3.0,1
21797,41801,1.024,1
21798,41802,1.024,1
21799,41804,1.024,1
21800,41805,1.024,1
21801,41806,2.048,1
21802,41808,0.512,1
21803,41809,0.448,1
21804,41810,0.512,1
21805,41812,3.072,2
21806,41813,1.024,2
21807,41814,1.024,2
21808,41815,0.512,2
21809,41816,1.024,1
21810,41818,1.024,1
21811,41819,1.024,1
21812,41820,1.024,2
21813,41821,0.768,2
21814,41822,2.048,1
21815,41823,2.048,1
21816,41824,1.024,1
21817,41825,2.048,2
21818,41827,0.512,1
21819,41828,1.024,2
21820,41829,2.048,1
21821,41830,1.024,1
21822,41831,1.024,1
21823,41832,1.024,1
21824,41833,1.024,1
21825,41834,2.048,1
21826,41835,0.383,1
21827,41836,1.024,1
21828,41837,1.023,1
21829,41838,0.512,
21830,41839,1.024,1
21831,41840,2.047,2
21832,41842,0.608,1
21833,41843,0.608,1
21834,41844,2.048,1
21835,41846,2.048,1
21836,41847,2.048,1
21837,41848,1.024,1
21838,41849,0.512,1
21839,41850,1.023,1
21840,41851,2.048,1
21841,41853,2.048,1
21842,41854,2.048,1
21843,41856,2.048,1
21844,41857,1.024,1
21845,41858,1.015,2
21846,41859,1.407,2
21847,41860,1.407,2
21848,41861,1.024,2
21849,41862,1.024,1
21850,41863,1.535,1
21851,41864,1.024,2
21852,41865,1.024,1
21853,41866,0.64,1
21854,41867,1.536,1
21855,41868,1.248,1
21856,41870,1.023,1
21857,41871,1.024,1
21858,41872,0.247,
21859,41873,1.023,1
21860,41874,1.024,2
21861,41875,0.102,1
21862,41876,1.535,1
21863,41877,0.959,1
21864,41878,0.512,1
21865,41879,1.023,1
21866,41880,1.023,1
21867,41881,1.024,1
21868,41882,0.768,1
21869,41883,2.048,1
21870,41885,1.024,1
21871,41886,1.023,0
21872,41887,2.048,1
21873,41888,1.023,1
21874,41890,1.024,1
21875,41891,0.768,1
21876,41892,1.015,2
21877,41893,1.024,1
21878,41894,1.024,1
21879,41895,1.024,1
21880,41896,1.023,1
21881,41897,1.023,
21882,41898,2.048,1
21883,41900,2.048,2
21884,41901,2.048,1
21885,41902,0.239,0
21886,41903,0.239,0
21887,41904,0.384,
21888,41905,2.048,1
21889,41907,1.024,2
21890,41908,2.048,1
21891,41909,1.024,1
21892,41910,1.024,1
21893,41911,0.512,0
21894,41912,1.024,1
21895,41914,0.512,0
21896,41915,0.512,1
21897,41917,0.512,2
21898,41919,0.511,2
21899,41921,1.024,
21900,41923,0.512,1
21901,41924,1.02,2
21902,41925,1.023,1
21903,41926,0.192,0
21904,41927,1.023,1
21905,41928,1.016,1
21906,41929,1.023,1
21907,41930,1.024,2
21908,41931,1.024,1
21909,41932,1.535,1
21910,41933,1.024,2
21911,41935,1.535,1
21912,41936,1.024,2
21913,41937,1.024,1
21914,41938,0.511,1
21915,41939,0.511,2
21916,41940,1.024,1
21917,41941,1.024,1
21918,41942,1.022,
21919,41943,0.512,1
21920,41944,0.512,1
21921,41945,0.512,1
21922,41946,2.048,
21923,41947,1.023,1
21924,41948,0.512,1
21925,41949,1.024,1
21926,41950,1.024,1
21927,41951,2.048,1
21928,41953,1.024,1
21929,41957,2.047,1
21930,41958,2.048,1
21931,41960,0.503,1
21932,41961,1.024,1
21933,41962,0.512,1
21934,41964,0.224,1
21935,41965,0.224,1
21936,41966,2.048,1
21937,41967,2.048,1
21938,41968,1.015,2
21939,41969,1.023,1
21940,41970,1.015,1
21941,41971,0.759,1
21942,41972,1.024,1
21943,41973,0.767,1
21944,41974,0.511,1
21945,41976,1.024,1
21946,41977,0.512,1
21947,41979,0.512,1
21948,41981,0.32,
21949,41982,0.447,0
21950,41983,1.024,1
21951,41984,0.512,1
21952,41985,0.384,1
21953,41986,2.047,1
21954,41987,1.023,1
21955,41988,0.759,2
21956,41989,1.023,1
21957,41990,0.759,2
21958,41992,0.256,1
21959,41993,0.496,
21960,41994,2.048,2
21961,41997,0.511,1
21962,41998,0.511,1
21963,41999,3.096,1
21964,42000,0.504,1
21965,42001,1.023,1
21966,42002,1.023,1
21967,42003,2.048,1
21968,42004,2.047,1
21969,42005,0.512,1
21970,42006,0.895,0
21971,42007,0.512,1
21972,42008,2.048,1
21973,42009,0.512,1
21974,42010,1.024,1
21975,42011,0.512,1
21976,42012,1.024,1
21977,42013,2.048,1
21978,42014,0.447,0
21979,42016,0.448,1
21980,42018,1.024,1
21981,42019,1.024,1
21982,42020,0.375,1
21983,42021,0.495,1
21984,42022,1.015,
21985,42024,1.015,
21986,42025,1.015,2
21987,42026,2.048,1
21988,42027,1.024,2
21989,42028,1.015,2
21990,42029,0.512,1
21991,42030,0.512,1
21992,42031,2.047,1
21993,42032,1.023,1
21994,42033,0.512,1
21995,42034,1.024,1
21996,42035,1.024,1
21997,42037,1.024,1
21998,42038,0.768,1
21999,42039,1.024,2
22000,42040,1.024,1
22001,42041,2.048,1
22002,42043,1.024,2
22003,42044,2.048,1
22004,42045,1.024,
22005,42047,0.256,0
22006,42048,1.024,1
22007,42049,0.48,1
22008,42050,1.024,1
22009,42051,1.024,1
22010,42052,2.032,1
22011,42055,1.024,1
22012,42057,1.024,1
22013,42059,0.895,1
22014,42060,0.511,1
22015,42062,0.512,1
22016,42063,0.959,1
22017,42066,1.024,1
22018,42067,1.024,1
22019,42068,0.448,1
22020,42069,0.512,1
22021,42070,1.024,1
22022,42071,0.512,1
22023,42072,1.024,1
22024,42073,0.48,1
22025,42074,1.024,1
22026,42076,0.48,1
22027,42077,0.512,2
22028,42078,1.536,1
22029,42079,1.023,1
22030,42080,1.024,1
22031,42081,0.512,1
22032,42082,1.024,1
22033,42084,1.024,1
22034,42085,1.024,1
22035,42086,1.023,2
22036,42087,1.536,1
22037,42088,1.024,1
22038,42089,2.048,1
22039,42090,2.048,1
22040,42091,1.023,2
22041,42092,2.048,1
22042,42093,0.503,2
22043,42094,1.023,1
22044,42095,1.023,2
22045,42096,1.024,1
22046,42097,1.023,2
22047,42099,2.048,1
22048,42100,1.024,1
22049,42102,2.048,1
22050,42103,0.256,
22051,42104,1.024,1
22052,42105,2.048,1
22053,42106,2.048,1
22054,42107,2.048,1
22055,42108,1.024,1
22056,42109,1.024,1
22057,42110,1.024,1
22058,42111,0.512,0
22059,42112,0.512,
22060,42113,1.008,1
22061,42114,0.512,0
22062,42115,,1
22063,42116,1.023,1
22064,42117,1.024,1
22065,42118,0.512,1
22066,42119,0.512,1
22067,42120,1.024,1
22068,42121,2.048,1
