,0,name,url,chip_name,chip_maker,SP,m_cap,m_bus,m_clock,bus_interface,PRICE
224,249,玄人志向 GF-GTX1660-E6GB/OC/DF [PCIExp 6GB],https://kakaku.com/item/K0001139855/,NVIDIA GeForceGTX1660,NVIDIA,1408.0,6000.0,192.0,8007.999999999999,PCIExpress3.0x16,25048.0
225,250,ASUS DUAL-GTX1660TI-O6G [PCIExp 6GB],https://kakaku.com/item/K0001133239/,NVIDIA GeForceGTX1660Ti,NVIDIA,1536.0,6000.0,192.0,12002.0,PCIExpress3.0,34980.0
226,251,GIGABYTE GV-N2060OC-6GD [PCIExp 6GB],https://kakaku.com/item/K0001120840/,NVIDIA GeForceRTX2060,NVIDIA,1920.0,6000.0,192.0,14000.0,PCIExpress3.0x16,38478.0
227,252,ASUS DUAL-RX5700-O8G-EVO [PCIExp 8GB],https://kakaku.com/item/K0001201361/,AMD RadeonRX5700,AMD,2304.0,8000.0,256.0,14000.0,PCIExpress4.0,40766.0
228,253,ASUS RX5700-8G [PCIExp 8GB],https://kakaku.com/item/K0001174636/,AMD RadeonRX5700,AMD,2304.0,8000.0,256.0,14000.0,PCIExpress4.0,43430.0
229,254,ASUS TURBO-RTX2060S-8G-EVO [PCIExp 8GB],https://kakaku.com/item/K0001191899/,NVIDIA GeForceRTX2060SUPER,NVIDIA,2176.0,8000.0,256.0,14000.0,PCIExpress3.0,48980.0
230,255,MSI GeForce RTX 2060 GAMING Z 6G [PCIExp 6GB],https://kakaku.com/item/K0001120297/,NVIDIA GeForceRTX2060,NVIDIA,1920.0,6000.0,192.0,14000.0,PCIExpress3.0x16,50400.0
231,257,Colorful GeForce RTX 2070 SUPER 8G [PCIExp 8GB],https://kakaku.com/item/K0001184410/,NVIDIA GeForceRTX2070SUPER,NVIDIA,2560.0,8000.0,256.0,14000.0,PCIExpress3.0x16,58800.0
232,258,MSI GeForce RTX 2080 SUPER VENTUS OC [PCIExp 8GB],https://kakaku.com/item/K0001176809/,NVIDIA GeForceRTX2080SUPER,NVIDIA,3072.0,8000.0,256.0,15500.0,PCIExpress3.0x16,89980.0
233,266,Manli M-NGTX1050/5R8HDP [PCIExp 2GB],https://kakaku.com/item/K0000918262/,NVIDIA GeForceGTX1050,NVIDIA,640.0,2000.0,128.0,7008.0,PCIExpress3.0x16,11880.0
234,267,MSI GeForce GTX 1050 Ti 4G OCV2 [PCIExp 4GB],https://kakaku.com/item/K0001180831/,NVIDIA GeForceGTX1050Ti,NVIDIA,768.0,4000.0,128.0,7008.0,PCIExpress3.0x16,12924.0
235,268,玄人志向 GF-GTX1050Ti-4GB/OC/LP [PCIExp 4GB],https://kakaku.com/item/K0000938878/,NVIDIA GeForceGTX1050Ti,NVIDIA,768.0,4000.0,128.0,7008.0,PCIExpress3.0x16,13980.0
236,269,ASUS ROG-STRIX-RX570-O4G-GAMING [PCIExp 4GB],https://kakaku.com/item/K0000960805/,AMD RadeonRX570,AMD,2048.0,4000.0,256.0,7000.0,PCIExpress3.0x16,20372.0
237,270,玄人志向 RD-RX590-E8GB/OC/DF [PCIExp 8GB],https://kakaku.com/item/K0001133708/,AMD RadeonRX590,AMD,2304.0,8000.0,256.0,8000.0,PCIExpress3.0x16,23112.0
238,271,ZOTAC ZOTAC GAMING GeForce GTX 1660 AMP 6GB GDDR5 ZT-T16600D-10M [PCIExp 6GB],https://kakaku.com/item/K0001139486/,NVIDIA GeForceGTX1660,NVIDIA,1408.0,6000.0,192.0,8000.0,PCIExpress3.0x16,28578.0
239,272,PowerColor PowerColor Red Dragon Radeon RX 5700 AXRX 5700 8GBD6-3DHR/OC [PCIExp 8GB],https://kakaku.com/item/K0001201224/,AMD RadeonRX5700,AMD,2304.0,8000.0,256.0,14000.0,PCIExpress4.0x16,45800.0
240,273,SAPPHIRE SAPPHIRE PULSE RADEON RX 5700 XT 8G GDDR6 HDMI/TRIPLE DP OC W/BP (UEFI) [PCIExp 8GB],https://kakaku.com/item/K0001184412/,AMD RadeonRX5700XT,AMD,2560.0,8000.0,256.0,14000.0,PCIExpress4.0x16,50303.0
241,274,HIS HS-57XR8SSBR [PCIExp 8GB],https://kakaku.com/item/K0001176896/,AMD RadeonRX5700XT,AMD,2560.0,8000.0,256.0,14000.0,PCIExpress4.0x16,51740.0
242,275,MSI GeForce RTX 2080 Ti VENTUS 11G OC [PCIExp 11GB],https://kakaku.com/item/K0001126771/,NVIDIA GeForceRTX2080Ti,NVIDIA,4352.0,11000.0,352.0,14000.0,PCIExpress3.0x16,145039.0
243,278,玄人志向 RD-R5-230-E2GB/HS [PCIExp 2GB],https://kakaku.com/item/K0001117732/,AMD RadeonR5230,AMD,160.0,2000.0,64.0,1000.0,PCIExpress2.1x16,5148.0
244,282,GIGABYTE GV-N1030SL-2GL [PCIExp 2GB],https://kakaku.com/item/K0001002215/,NVIDIA GeForceGT1030,NVIDIA,384.0,2000.0,64.0,6008.0,PCIExpress3.0x16,10492.0
245,284,ZOTAC ZOTAC GAMING GeForce GTX 1660 6GB GDDR5 ZT-T16600F-10L [PCIExp 6GB],https://kakaku.com/item/K0001139487/,NVIDIA GeForceGTX1660,NVIDIA,1408.0,6000.0,192.0,8000.0,PCIExpress3.0x16,26378.0
246,285,ASUS ROG-STRIX-RX580-O8G-GAMING [PCIExp 8GB],https://kakaku.com/item/K0000960804/,AMD RadeonRX580,AMD,2304.0,8000.0,256.0,8000.0,PCIExpress3.0x16,30794.0
247,286,玄人志向 RD-RX5700-E8GB [PCIExp 8GB],https://kakaku.com/item/K0001172576/,AMD RadeonRX5700,AMD,2304.0,8000.0,256.0,14000.0,PCIExpress4.0x16,40940.0
248,287,ZOTAC ZOTAC GAMING GeForce RTX 2060 SUPER AMP Extreme ZT-T20610B-10P [PCIExp 8GB],https://kakaku.com/item/K0001184414/,NVIDIA GeForceRTX2060SUPER,NVIDIA,2176.0,8000.0,256.0,14000.0,PCIExpress3.0x16,54978.0
249,288,ASUS CERBERUS-GTX1070TI-A8G [PCIExp 8GB],https://kakaku.com/item/K0001020032/,NVIDIA GeForceGTX1070Ti,NVIDIA,2432.0,8000.0,256.0,8007.999999999999,PCIExpress3.0,80730.0
250,289,ASUS TURBO-RTX2080S-8G-EVO [PCIExp 8GB],https://kakaku.com/item/K0001211455/,NVIDIA GeForceRTX2080SUPER,NVIDIA,3072.0,8000.0,256.0,15500.0,PCIExpress3.0,93246.0
251,290,ZOTAC ZOTAC GAMING GeForce RTX 2080 SUPER AMP Extreme ZT-T20820B-10P [PCIExp 8GB],https://kakaku.com/item/K0001176805/,NVIDIA GeForceRTX2080SUPER,NVIDIA,3072.0,8000.0,256.0,15500.0,PCIExpress3.0x16,99800.0
252,291,Colorful iGame GTX1080Ti Vulcan AD [PCIExp 11GB],https://kakaku.com/item/K0000991678/,NVIDIA GeForceGTX1080Ti,NVIDIA,3584.0,11000.0,352.0,11000.0,PCIExpress3.0x16,99880.0
253,292,MSI GeForce RTX 2080 GAMING X TRIO [PCIExp 8GB],https://kakaku.com/item/K0001082418/,NVIDIA GeForceRTX2080,NVIDIA,2944.0,8000.0,256.0,14000.0,PCIExpress3.0x16,109174.0
254,298,GIGABYTE GV-RX550D5-2GD Rev2.0 [PCIExp 2GB],https://kakaku.com/item/K0001113736/,AMD RadeonRX550,AMD,512.0,2000.0,128.0,6000.0,PCIExpress3.0x8 接続スロット：PCI-Expressx16,13811.0
255,299,GIGABYTE GV-N105TD5-4GD [PCIExp 4GB],https://kakaku.com/item/K0000919130/,NVIDIA GeForceGTX1050Ti,NVIDIA,768.0,4000.0,128.0,7008.0,PCIExpress3.0x16,19039.0
256,303,MSI GTX 1060 GAMING X 6G [PCIExp 6GB],https://kakaku.com/item/K0000895014/,NVIDIA GeForceGTX1060,NVIDIA,1280.0,6000.0,192.0,8108.000000000001,PCIExpress3.0x16,32634.0
257,304,GIGABYTE GV-N2060WF2OC-6GD [PCIExp 6GB],https://kakaku.com/item/K0001120839/,NVIDIA GeForceRTX2060,NVIDIA,1920.0,6000.0,192.0,14000.0,PCIExpress3.0x16,40217.0
258,305,ASRock ASRock Radeon RX 5700 8G [PCIExp 8GB],https://kakaku.com/item/K0001172580/,AMD RadeonRX5700,AMD,2304.0,8000.0,256.0,14000.0,PCIExpress4.0x16,41717.0
259,306,ASUS TURBO-RTX2060-6G [PCIExp 6GB],https://kakaku.com/item/K0001124219/,NVIDIA GeForceRTX2060,NVIDIA,1920.0,6000.0,192.0,14000.0,PCIExpress,45319.0
260,307,ELSA ELSA GeForce RTX 2060 S.A.C GD2060-6GERS [PCIExp 6GB],https://kakaku.com/item/K0001135585/,NVIDIA GeForceRTX2060,NVIDIA,1920.0,6000.0,192.0,14000.0,PCIExpress3.0x16,47180.0
261,308,GIGABYTE AORUS GV-N2060AORUS X-6GC [PCIExp 6GB],https://kakaku.com/item/K0001120838/,NVIDIA GeForceRTX2060,NVIDIA,1920.0,6000.0,192.0,14140.0,PCIExpress3.0x16,55952.0
262,309,GIGABYTE GV-N2070WF3-8GC [PCIExp 8GB],https://kakaku.com/item/K0001100682/,NVIDIA GeForceRTX2070,NVIDIA,2304.0,8000.0,256.0,14000.0,PCIExpress3.0x16,57571.0
263,311,ELSA ELSA GeForce RTX 2070 S.A.C GD2070-8GERS [PCIExp 8GB],https://kakaku.com/item/K0001112009/,NVIDIA GeForceRTX2070,NVIDIA,2304.0,8000.0,256.0,14000.0,PCIExpress3.0x16,70560.0
264,312,MSI Radeon RX Vega 56 Air Boost 8G OC [PCIExp 8GB],https://kakaku.com/item/K0001021880/,AMD RadeonRXVega56,AMD,3584.0,8000.0,2048.0,800.0,PCIExpress3.0x16,70628.0
265,313,PowerColor PowerColor Liquid Devil Radeon RX 5700 XT AXRX 5700XT 8GBD6-WDH/OC [PCIExp 8GB],https://kakaku.com/item/K0001215312/,AMD RadeonRX5700XT,AMD,2560.0,8000.0,256.0,14000.0,PCIExpress4.0,81378.0
266,314,玄人志向 GK-RTX2080-E8GB/WHITE [PCIExp 8GB],https://kakaku.com/item/K0001091994/,NVIDIA GeForceRTX2080,NVIDIA,2944.0,8000.0,256.0,14000.0,PCIExpress3.0x16,97900.0
267,315,ASUS ROG-STRIX-RTX2080-O8G-GAMING [PCIExp 8GB],https://kakaku.com/item/K0001082414/,NVIDIA GeForceRTX2080,NVIDIA,2944.0,8000.0,256.0,14000.0,PCIExpress3.0,102884.0
268,320,ZOTAC ZOTAC GT 710 2GB DDR3 LP ZTGT710-2GD3LP001/ZT-71302-20L [PCIExp 2GB],https://kakaku.com/item/K0000849062/,NVIDIA GeForceGT710,NVIDIA,192.0,2000.0,64.0,1600.0,PCIExpress2.0,4977.0
269,325,MSI GTX 1050 2G OC [PCIExp 2GB],https://kakaku.com/item/K0000921005/,NVIDIA GeForceGTX1050,NVIDIA,640.0,2000.0,128.0,7008.0,PCIExpress3.0x16,18994.0
270,329,MSI Radeon RX 570 ARMOR 8G OC [PCIExp 8GB],https://kakaku.com/item/K0001031957/,AMD RadeonRX570,AMD,2048.0,8000.0,256.0,7000.0,PCIExpress3.0x16,27674.0
271,330,GIGABYTE GV-R55XTGAMING OC-8GD [PCIExp 8GB],https://kakaku.com/item/K0001219742/,AMD RadeonRX5500XT,AMD,1408.0,8000.0,128.0,14000.0,PCIExpress4.0x16,29980.0
272,331,GIGABYTE GV-N166SIXOC-6GD [PCIExp 6GB],https://kakaku.com/item/K0001218163/,NVIDIA GeForceGTX1660SUPER,NVIDIA,1408.0,6000.0,192.0,14000.0,PCIExpress3.0x16,30832.0
273,332,MSI Radeon RX 590 ARMOR 8G OC [PCIExp 8GB],https://kakaku.com/item/K0001145125/,AMD RadeonRX590,AMD,2304.0,8000.0,256.0,8000.0,PCIExpressx16,32978.0
274,333,ASUS STRIX-GTX1060-DC26G [PCIExp 6GB],https://kakaku.com/item/K0001039497/,NVIDIA GeForceGTX1060,NVIDIA,1280.0,6000.0,192.0,8007.999999999999,PCIExpress3.0,35300.0
275,334,Colorful GeForce RTX 2060 6G V2 [PCIExp 6GB],https://kakaku.com/item/K0001159380/,NVIDIA GeForceRTX2060,NVIDIA,1920.0,6000.0,192.0,14000.0,PCIExpress,36680.0
276,335,MSI GeForce RTX 2060 VENTUS 6G OC [PCIExp 6GB],https://kakaku.com/item/K0001120298/,NVIDIA GeForceRTX2060,NVIDIA,1920.0,6000.0,192.0,14000.0,PCIExpress3.0x16,46500.0
277,336,MSI Radeon RX 5700 MECH GP OC [PCIExp 8GB],https://kakaku.com/item/K0001221491/,AMD RadeonRX5700,AMD,2304.0,8000.0,256.0,14000.0,PCIExpress4.0x16,48950.0
278,337,PowerColor PowerColor Red Dragon Radeon RX 5700XT AXRX 5700XT 8GBD6-3DHR/OC [PCIExp 8GB],https://kakaku.com/item/K0001201223/,AMD RadeonRX5700XT,AMD,2560.0,8000.0,256.0,14000.0,PCIExpress4.0x16,49800.0
279,342,MSI GeForce RTX 2070 GAMING Z 8G [PCIExp 8GB],https://kakaku.com/item/K0001098516/,NVIDIA GeForceRTX2070,NVIDIA,2304.0,8000.0,256.0,14000.0,PCIExpress3.0x16,64980.0
280,343,ASUS ROG-STRIX-RTX2070-O8G-GAMING [PCIExp 8GB],https://kakaku.com/item/K0001098552/,NVIDIA GeForceRTX2070,NVIDIA,2304.0,8000.0,256.0,14000.0,PCIExpress3.0,80300.0
281,346,Colorful iGame GeForce RTX 2080 Ti Advanced OC [PCIExp 11GB],https://kakaku.com/item/K0001093085/,NVIDIA GeForceRTX2080Ti,NVIDIA,4352.0,11000.0,352.0,14000.0,PCIExpress3.0x16,148400.0
282,347,ZOTAC ZOTAC GAMING GeForce RTX 2080 Ti Triple Fan ZT-T20810F-10P [PCIExp 11GB],https://kakaku.com/item/K0001091039/,NVIDIA GeForceRTX2080Ti,NVIDIA,4352.0,11000.0,352.0,14000.0,PCIExpress3.0x16,149380.0
283,355,ZOTAC ZOTAC GT 710 1GB DDR3 LP ZTGT710-1GD3LP001/ZT-71301-20L [PCIExp 1GB],https://kakaku.com/item/K0000849063/,NVIDIA GeForceGT710,NVIDIA,192.0,1000.0,64.0,1600.0,PCIExpress2.0,4708.0
284,360,玄人志向 GF-QUAD-DISP/4DVI/LP [PCIExp 1GB],https://kakaku.com/item/K0000701499/,NVIDIA GeForceGT730(64-bitDDR3),NVIDIA,384.0,1000.0,64.0,1800.0,PCIExpressx8,14355.0
285,361,玄人志向 GF-GTX1050Ti-4GB/OC/DF2 [PCIExp 4GB],https://kakaku.com/item/K0001135352/,NVIDIA GeForceGTX1050Ti,NVIDIA,768.0,4000.0,128.0,7008.0,PCIExpress3.0x16,14980.0
286,364,ASUS PH-GTX1050-2G [PCIExp 2GB],https://kakaku.com/item/K0000920444/,NVIDIA GeForceGTX1050,NVIDIA,640.0,2000.0,128.0,7008.0,PCIExpress3.0,17714.0
287,365,ASUS GTX1050TI-O4G-LP-BRK [PCIExp 4GB],https://kakaku.com/item/K0001128285/,NVIDIA GeForceGTX1050Ti,NVIDIA,768.0,4000.0,128.0,7008.0,PCIExpress3.0,19980.0
288,368,Colorful GTX1060 NB 3G [PCIExp 3GB],https://kakaku.com/item/K0001054365/,NVIDIA GeForceGTX1060,NVIDIA,1152.0,3000.0,192.0,8000.0,PCIExpress3.0x16,27517.0
289,369,ASRock Phantom Gaming X Radeon RX580 8G OC [PCIExp 8GB],https://kakaku.com/item/K0001046984/,AMD RadeonRX580,AMD,2304.0,8000.0,256.0,8000.0,PCIExpress3.0x16,28673.0
290,371,Inno3D GeForce GTX 1660 Twin X2 N16602-06D5-1510VA15 [PCIExp 6GB],https://kakaku.com/item/K0001142985/,NVIDIA GeForceGTX1660,NVIDIA,1408.0,6000.0,192.0,8000.0,PCIExpress3.0x16,32388.0
291,372,Colorful GTX1060 NB 6G [PCIExp 6GB],https://kakaku.com/item/K0001041080/,NVIDIA GeForceGTX1060,NVIDIA,1280.0,6000.0,192.0,8000.0,PCIExpress3.0x16,32619.0
292,373,玄人志向 GF-GTX1060-3GB/OC/DF [PCIExp 3GB],https://kakaku.com/item/K0000902697/,NVIDIA GeForceGTX1060,NVIDIA,1152.0,3000.0,192.0,8007.999999999999,PCIExpress3.0x16,33308.0
293,375,MSI Radeon RX 580 ARMOR MK2 8G OC [PCIExp 8GB],https://kakaku.com/item/K0001041181/,AMD RadeonRX580,AMD,2304.0,8000.0,256.0,8000.0,PCIExpressx16,35445.0
294,376,GIGABYTE GV-N166TIXOC-6GD [PCIExp 6GB],https://kakaku.com/item/K0001133235/,NVIDIA GeForceGTX1660Ti,NVIDIA,1536.0,6000.0,192.0,12000.0,PCIExpress3.0x16,36418.0
295,377,GIGABYTE GV-R57-8GD-B [PCIExp 8GB],https://kakaku.com/item/K0001172578/,AMD RadeonRX5700,AMD,2304.0,8000.0,256.0,14000.0,PCIExpress4.0x16,44876.0
296,379,ASUS DUAL-RTX2060-O6G [PCIExp 6GB],https://kakaku.com/item/K0001126080/,NVIDIA GeForceRTX2060,NVIDIA,1920.0,6000.0,192.0,14000.0,PCIExpress,47800.0
297,380,HIS HS-57TR8DSBR [PCIExp 8GB],https://kakaku.com/item/K0001182146/,AMD RadeonRX5700XT,AMD,2560.0,8000.0,256.0,14000.0,PCIExpress4.0x16,48378.0
298,381,Colorful GeForce RTX 2060 SUPER 8G Limited [PCIExp 8GB],https://kakaku.com/item/K0001184411/,NVIDIA GeForceRTX2060SUPER,NVIDIA,2176.0,8000.0,256.0,14000.0,PCIExpress3.0x16,48800.0
299,382,PowerColor PowerColor Red Devil Radeon RX 580 8GB GDDR5 AXRX 580 8GBD5-3DH/OC [PCIExp 8GB],https://kakaku.com/item/K0000960159/,AMD RadeonRX580,AMD,2304.0,8000.0,256.0,2000.0,PCIExpress3.0x16,52668.0
300,383,玄人志向 GF-RTX2070-E8GB/DF [PCIExp 8GB],https://kakaku.com/item/K0001100493/,NVIDIA GeForceRTX2070,NVIDIA,2304.0,8000.0,256.0,14000.0,PCIExpress3.0x16,55800.0
301,385,MSI GeForce RTX 2070 VENTUS 8G [PCIExp 8GB],https://kakaku.com/item/K0001111739/,NVIDIA GeForceRTX2070,NVIDIA,2304.0,8000.0,256.0,14000.0,PCIExpress3.0x16,61957.0
302,386,PowerColor PowerColor Red Devil Radeon RX 5700 XT Limited Edition AXRX 5700XT 8GBD6-3DHEP/OC [PCIExp 8GB],https://kakaku.com/item/K0001183062/,AMD RadeonRX5700XT,AMD,2560.0,8000.0,256.0,14000.0,PCIExpress4.0x16,67848.0
303,387,MSI GeForce RTX 2070 ARMOR 8G [PCIExp 8GB],https://kakaku.com/item/K0001098515/,NVIDIA GeForceRTX2070,NVIDIA,2304.0,8000.0,256.0,14000.0,PCIExpress3.0x16,68227.0
304,389,GIGABYTE GV-N107TGAMING-8GD [PCIExp 8GB],https://kakaku.com/item/K0001013313/,NVIDIA GeForceGTX1070Ti,NVIDIA,2432.0,8000.0,256.0,8007.999999999999,PCIExpress3.0x16,70610.0
305,390,ASUS TURBO-RTX2070-8G [PCIExp 8GB],https://kakaku.com/item/K0001098554/,NVIDIA GeForceRTX2070,NVIDIA,2304.0,8000.0,256.0,14000.0,PCIExpress3.0,72315.0
306,391,ASUS DUAL-RTX2070-O8G-EVO [PCIExp 8GB],https://kakaku.com/item/K0001141306/,NVIDIA GeForceRTX2070,NVIDIA,2304.0,8000.0,256.0,14000.0,PCIExpress3.0,72426.0
307,393,ZOTAC ZOTAC GAMING GeForce RTX 2080 AMP Extreme Core ZT-T20800C-10P [PCIExp 8GB],https://kakaku.com/item/K0001119515/,NVIDIA GeForceRTX2080,NVIDIA,2944.0,8000.0,256.0,14400.0,PCIExpress3.0,82478.0
308,394,MSI GeForce RTX 2080 VENTUS 8G V2 [PCIExp 8GB],https://kakaku.com/item/K0001145126/,NVIDIA GeForceRTX2080,NVIDIA,2944.0,8000.0,256.0,14000.0,PCIExpress3.0x16,83380.0
309,397,ASUS DUAL-RTX2080-O8G-EVO [PCIExp 8GB],https://kakaku.com/item/K0001141305/,NVIDIA GeForceRTX2080,NVIDIA,2944.0,8000.0,256.0,14000.0,PCIExpress3.0,88780.0
310,398,ZOTAC ZOTAC GAMING GeForce RTX 2080 AMP ZT-T20800D-10P [PCIExp 8GB],https://kakaku.com/item/K0001091040/,NVIDIA GeForceRTX2080,NVIDIA,2944.0,8000.0,256.0,14000.0,PCIExpress3.0x16,89800.0
311,399,ZOTAC ZOTAC GAMING GeForce RTX 2080 SUPER AMP ZT-T20820D-10P [PCIExp 8GB],https://kakaku.com/item/K0001176806/,NVIDIA GeForceRTX2080SUPER,NVIDIA,3072.0,8000.0,256.0,15500.0,PCIExpress3.0x16,92700.0
312,400,MSI GeForce RTX 2080 VENTUS 8G [PCIExp 8GB],https://kakaku.com/item/K0001117124/,NVIDIA GeForceRTX2080,NVIDIA,2944.0,8000.0,256.0,14000.0,PCIExpress3.0x16,93478.0
313,401,ASUS DUAL-RTX2080S-O8G-EVO [PCIExp 8GB],https://kakaku.com/item/K0001179209/,NVIDIA GeForceRTX2080SUPER,NVIDIA,3072.0,8000.0,256.0,15500.0,PCIExpress3.0,94145.0
314,402,GIGABYTE GV-N208STURBO-8GC [PCIExp 8GB],https://kakaku.com/item/K0001176803/,NVIDIA GeForceRTX2080SUPER,NVIDIA,3072.0,8000.0,256.0,15500.0,PCIExpress3.0x16,96140.0
315,403,GIGABYTE GV-N2080GAMING OC-8GC [PCIExp 8GB],https://kakaku.com/item/K0001082424/,NVIDIA GeForceRTX2080,NVIDIA,2944.0,8000.0,256.0,14000.0,PCIExpress3.0x16,97680.0
316,404,ELSA ELSA GeForce RTX 2080 ST GD2080-8GERST [PCIExp 8GB],https://kakaku.com/item/K0001168762/,NVIDIA GeForceRTX2080,NVIDIA,2944.0,8000.0,256.0,14000.0,PCIExpress3.0x16,108352.0
317,406,GIGABYTE AORUS GV-N2080AORUS X-8GC [PCIExp 8GB],https://kakaku.com/item/K0001096667/,NVIDIA GeForceRTX2080,NVIDIA,2944.0,8000.0,256.0,14140.0,PCIExpress3.0x16,109796.0
318,410,GIGABYTE GV-N208SAORUS W-8GC [PCIExp 8GB],https://kakaku.com/item/K0001215592/,NVIDIA GeForceRTX2080SUPER,NVIDIA,3072.0,8000.0,256.0,15500.0,PCIExpress3.0x16,143000.0
319,411,Colorful iGame GeForce RTX 2080 Ti Vulcan X OC [PCIExp 11GB],https://kakaku.com/item/K0001142487/,NVIDIA GeForceRTX2080Ti,NVIDIA,4352.0,11000.0,352.0,14000.0,PCIExpress3.0x16,159246.0
320,470,MSI GTX 1050 2GT LP [PCIExp 2GB],https://kakaku.com/item/K0000931718/,NVIDIA GeForceGTX1050,NVIDIA,640.0,2000.0,128.0,7008.0,PCIExpress3.0x16,17490.0
321,473,玄人志向 GF-GTX1050-2GB/OC/SF [PCIExp 2GB],https://kakaku.com/item/K0000919783/,NVIDIA GeForceGTX1050,NVIDIA,640.0,2000.0,128.0,7008.0,PCIExpress3.0x16,18460.0
322,477,Colorful GTX1050Ti NB 4G [PCIExp 4GB],https://kakaku.com/item/K0001054366/,NVIDIA GeForceGTX1050Ti,NVIDIA,768.0,4000.0,128.0,7000.0,PCIExpress3.0x16,21912.0
323,481,玄人志向 RD-RX580-E8GB/OC/DF2 [PCIExp 8GB],https://kakaku.com/item/K0001123896/,AMD RadeonRX580,AMD,2304.0,8000.0,256.0,7000.0,PCIExpress3.0x16,24263.0
324,485,ASRock Phantom Gaming X Radeon RX570 8G OC [PCIExp 8GB],https://kakaku.com/item/K0001046983/,AMD RadeonRX570,AMD,2048.0,8000.0,256.0,7000.0,PCIExpress3.0x16,27633.0
325,490,MSI GeForce GTX 1050 Ti GAMING X 4G [PCIExp 4GB],https://kakaku.com/item/K0000919131/,NVIDIA GeForceGTX1050Ti,NVIDIA,768.0,4000.0,128.0,7108.0,PCIExpress3.0x16,30350.0
326,492,ASUS PH-GTX1060-3G [PCIExp 3GB],https://kakaku.com/item/K0000985725/,NVIDIA GeForceGTX1060,NVIDIA,1152.0,3000.0,192.0,8007.999999999999,PCIExpress3.0,30809.0
327,495,GIGABYTE GV-RX570GAMING-4GD [PCIExp 4GB],https://kakaku.com/item/K0000960157/,AMD RadeonRX570,AMD,2048.0,4000.0,256.0,7000.0,PCIExpress3.0x16,33000.0
328,497,SAPPHIRE SAPPHIRE NITRO+ RADEON RX 590 8G GDDR5 OC W/BP (UEFI) AMD 50TH ANNIVERSARY EDITION [PCIExp 8GB],https://kakaku.com/item/K0001152737/,AMD RadeonRX590,AMD,2304.0,8000.0,256.0,8400.0,PCIExpress3.0x16,34480.0
329,499,Colorful GeForce GTX 1660 Ti 6G [PCIExp 6GB],https://kakaku.com/item/K0001135351/,NVIDIA GeForceGTX1660Ti,NVIDIA,1536.0,6000.0,192.0,12000.0,PCIExpress3.0x16,36872.0
330,500,ASUS STRIX-GTX1060-DC2O6G [PCIExp 6GB],https://kakaku.com/item/K0000921442/,NVIDIA GeForceGTX1060,NVIDIA,1280.0,6000.0,192.0,8007.999999999999,PCIExpress3.0x16,37346.0
331,502,ZOTAC ZOTAC GAMING GeForce RTX 2060 AMP Edition ZT-T20600D-10M [PCIExp 6GB],https://kakaku.com/item/K0001120213/,NVIDIA GeForceRTX2060,NVIDIA,1920.0,6000.0,192.0,14000.0,PCIExpress3.0x16,44077.0
332,505,Colorful GeForce RTX 2060 6G [PCIExp 6GB],https://kakaku.com/item/K0001122087/,NVIDIA GeForceRTX2060,NVIDIA,1920.0,6000.0,192.0,14000.0,PCIExpress3.0x16,44940.0
333,507,ASUS TUF 3-RX5700-O8G-GAMING [PCIExp 8GB],https://kakaku.com/item/K0001205038/,AMD RadeonRX5700,AMD,2304.0,8000.0,256.0,14000.0,PCIExpress4.0,46739.0
334,511,GIGABYTE AORUS GV-N1060AORUS-6GD Rev.2.0 [PCIExp 6GB],https://kakaku.com/item/K0000999101/,NVIDIA GeForceGTX1060,NVIDIA,1280.0,6000.0,192.0,8007.999999999999,PCIExpress3.0x16,47694.0
335,513,ASUS TURBO-GTX1060-6G [PCIExp 6GB],https://kakaku.com/item/K0000902457/,NVIDIA GeForceGTX1060,NVIDIA,1280.0,6000.0,192.0,8007.999999999999,PCIExpress3.0x16,49918.0
336,516,ASUS ROG STRIX-GTX1060-O6G-GAMING [PCIExp 6GB],https://kakaku.com/item/K0000895411/,NVIDIA GeForceGTX1060,NVIDIA,1280.0,6000.0,192.0,8208.0,PCIExpress3.0x16,50897.0
337,518,ZOTAC ZOTAC GAMING GeForce RTX 2070 MINI ZT-T20700E-10P [PCIExp 8GB],https://kakaku.com/item/K0001103650/,NVIDIA GeForceRTX2070,NVIDIA,2304.0,8000.0,256.0,14000.0,PCIExpress3.0x16,53878.0
338,521,Colorful GTX1070Ti Twin [PCIExp 8GB],https://kakaku.com/item/K0001054364/,NVIDIA GeForceGTX1070Ti,NVIDIA,2432.0,8000.0,256.0,8000.0,PCIExpress3.0x16,58119.0
339,523,Colorful iGame GTX1070 U-TOP-8G [PCIExp 8GB],https://kakaku.com/item/K0001039095/,NVIDIA GeForceGTX1070,NVIDIA,1920.0,8000.0,256.0,8007.999999999999,PCIExpress3.0,62399.0
340,524,ASUS DUAL-RTX2070-O8G [PCIExp 8GB],https://kakaku.com/item/K0001098553/,NVIDIA GeForceRTX2070,NVIDIA,2304.0,8000.0,256.0,14000.0,PCIExpress3.0,64565.0
341,526,Colorful GeForce RTX 2070 8G [PCIExp 8GB],https://kakaku.com/item/K0001118167/,NVIDIA GeForceRTX2070,NVIDIA,2304.0,8000.0,256.0,14000.0,PCIExpress3.0x16,65790.0
