,0,name,url,processor_name,maker,type,clock,max_clock,core,thread,is_L2,L2,is_L3,L3,is_smart_cache,smart_cache,PRICE
33,34,インテル Core i5 9500 BOX,https://kakaku.com/item/K0001178835/,Corei59500 (CoffeeLake),インテル,LGA1151,3.0,4.4,6.0,6.0,0.0,0.0,1.0,9000.0,0.0,0.0,23978.0
34,35,インテル Core i9 10900X BOX,https://kakaku.com/item/K0001217271/,Corei910900X (CascadeLake),インテル,LGA2066,3.7,4.7,10.0,20.0,0.0,0.0,1.0,19250.0,0.0,0.0,75679.0
35,36,AMD Ryzen 5 2600X BOX,https://kakaku.com/item/K0001047706/,Ryzen52600X,AMD,SocketAM4,3.6,4.2,6.0,12.0,1.0,3000.0,1.0,16000.0,0.0,0.0,16478.0
36,37,インテル Core i7 9700KF BOX,https://kakaku.com/item/K0001145324/,Corei79700KF (CoffeeLake-SRefresh),インテル,LGA1151,3.6,4.9,8.0,8.0,0.0,0.0,0.0,0.0,1.0,12000.0,43428.0
37,38,AMD Ryzen 7 1700X BOX,https://kakaku.com/item/K0000946574/,Ryzen71700X,AMD,SocketAM4,3.4,3.8,8.0,16.0,1.0,4000.0,1.0,16000.0,0.0,0.0,19816.0
38,39,インテル Core i5 9600 BOX,https://kakaku.com/item/K0001181813/,Corei59600 (CoffeeLake),インテル,LGA1151,3.1,4.6,6.0,6.0,0.0,0.0,0.0,0.0,1.0,9000.0,26180.0
39,40,AMD Ryzen Threadripper 3970X,https://kakaku.com/item/K0001213693/,RyzenThreadripper3970X,AMD,SocketsTRX4,3.7,4.5,32.0,64.0,1.0,16000.0,1.0,128000.0,0.0,0.0,252500.0
40,41,インテル Core i7 9800X BOX,https://kakaku.com/item/K0001096315/,Corei79800X (Skylake-XRefresh),インテル,LGA2066,3.8,4.4,8.0,16.0,0.0,0.0,0.0,0.0,1.0,16500.0,43880.0
41,42,インテル Core i5 8400 BOX,https://kakaku.com/item/K0001002087/,Corei58400 (CoffeeLake-S),インテル,LGA1151,2.8,4.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,9000.0,21530.0
42,43,AMD Ryzen 5 1600 BOX,https://kakaku.com/item/K0000954888/,Ryzen51600,AMD,SocketAM4,3.2,3.6,6.0,12.0,1.0,3000.0,1.0,16000.0,0.0,0.0,13398.0
43,44,AMD Ryzen Threadripper 2920X BOX,https://kakaku.com/item/K0001079496/,RyzenThreadripper2920X,AMD,SocketTR4,3.5,4.3,12.0,24.0,1.0,6000.0,1.0,32000.0,0.0,0.0,32978.0
44,45,インテル Core i7 8700 BOX,https://kakaku.com/item/K0001002086/,Corei78700 (CoffeeLake-S),インテル,LGA1151,3.2,4.6,6.0,12.0,0.0,0.0,0.0,0.0,1.0,12000.0,42020.0
45,46,AMD Ryzen Threadripper 3960X,https://kakaku.com/item/K0001213692/,RyzenThreadripper3960X,AMD,SocketsTRX4,3.8,4.5,24.0,48.0,1.0,12000.0,1.0,128000.0,0.0,0.0,177800.0
46,47,AMD Ryzen Threadripper 2970WX BOX,https://kakaku.com/item/K0001079494/,RyzenThreadripper2970WX,AMD,SocketTR4,3.0,4.2,24.0,48.0,1.0,12000.0,1.0,64000.0,0.0,0.0,76978.0
47,48,インテル Core i9 9980XE Extreme Edition BOX,https://kakaku.com/item/K0001096312/,Corei99980XE (Skylake-XRefresh),インテル,LGA2066,3.0,4.4,18.0,36.0,0.0,0.0,0.0,0.0,1.0,24750.0,116460.0
48,49,インテル Core i7 8700K BOX,https://kakaku.com/item/K0001002085/,Corei78700K (CoffeeLake-S),インテル,LGA1151,3.7,4.7,6.0,12.0,0.0,0.0,0.0,0.0,1.0,12000.0,45280.0
49,50,インテル Celeron G4900 BOX,https://kakaku.com/item/K0001045055/,CeleronG4900 (CoffeeLake-S),インテル,LGA1151,3.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2000.0,4790.0
50,51,インテル Core i9 9960X BOX,https://kakaku.com/item/K0001096316/,Corei99960X (Skylake-XRefresh),インテル,LGA2066,3.1,4.4,16.0,32.0,0.0,0.0,0.0,0.0,1.0,22000.0,100982.0
51,52,インテル Core i9 9900X BOX,https://kakaku.com/item/K0001096314/,Corei99900X (Skylake-XRefresh),インテル,LGA2066,3.5,4.4,10.0,20.0,0.0,0.0,0.0,0.0,1.0,19250.0,69563.0
52,53,インテル Pentium Dual-Core G4560 BOX,https://kakaku.com/item/K0000933429/,PentiumDual-CoreG4560 (KabyLake-S),インテル,LGA1151,3.5,0.0,2.0,4.0,0.0,0.0,1.0,3000.0,0.0,0.0,7205.0
