39,SANDISK ウルトラ 3D SSD SDSSDH3-2T00-J25,https://kakaku.com/item/K0000987595/,2000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,,7mm,24860
40,WESTERN DIGITAL WD Blue 3D NAND SATA WDS500G2B0B,https://kakaku.com/item/K0000969851/,500.0,560.0,530.0,M.2(Type2280),SerialATA6Gb/s,3DNAND,2.23mm,6990
41,UMAX S330 UM-SSD25S330-240,https://kakaku.com/item/K0001216436/,240.0,520.0,450.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,3058
42,WESTERN DIGITAL WD Blue 3D NAND SATA WDS100T2B0B,https://kakaku.com/item/K0000969852/,1000.0,560.0,530.0,M.2(Type2280),SerialATA6Gb/s,3DNAND,2.23mm,12078
43,ADATA XPG SX6000 Lite ASX6000LNP-1TT-C,https://kakaku.com/item/K0001127378/,1000.0,1800.0,1200.0,M.2(Type2280),PCI-Express,3DNAND,2.15mm,10980
44,バッファロー SSD-PGM960U3-B/N [ブラック],https://kakaku.com/item/K0001212943/,960.0,530.0,,,USB,,,12480
45,WESTERN DIGITAL WD Blue 3D NAND SATA WDS250G2B0A,https://kakaku.com/item/K0000969846/,250.0,550.0,525.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,4818
46,crucial P1 CT500P1SSD8JP,https://kakaku.com/item/K0001101037/,500.0,1900.0,950.0,M.2(Type2280),PCI-Express,3DNAND,,7190
47,Corsair Force Series MP510 CSSD-F480GBMP510,https://kakaku.com/item/K0001098773/,480.0,3480.0,2000.0,M.2(Type2280),PCI-Express,3DTLCNAND,3mm,8580
48,SANDISK エクストリーム SDSSDE60-1T00-J25,https://kakaku.com/item/K0001054125/,1000.0,550.0,,,USB,,,17087
49,ADATA XPG SX6000 Lite ASX6000LNP-512GT-C,https://kakaku.com/item/K0001127377/,512.0,1800.0,1200.0,M.2(Type2280),PCI-Express,3DNAND,2.15mm,10159
50,crucial MX500 CT2000MX500SSD1/JP,https://kakaku.com/item/K0001028336/,2000.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,26912
51,インテル SSD 760p SSDPEKKW256G8XT,https://kakaku.com/item/K0001028198/,256.0,3210.0,1315.0,M.2(Type2280),PCI-Express,3DTLCNAND,2.38mm,6971
52,SANDISK エクストリーム SDSSDE60-2T00-J25,https://kakaku.com/item/K0001054124/,2000.0,550.0,,,USB,,,32977
53,UMAX S330 UM-SSD25S330-480,https://kakaku.com/item/K0001216437/,480.0,560.0,450.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,5038
54,トランセンド TS512GMTE220S,https://kakaku.com/item/K0001127531/,512.0,3500.0,2100.0,M.2(Type2280),PCI-Express,3DNAND,3.58mm,7980
55,ADATA Ultimate SU650 ASU650SS-120GT-R,https://kakaku.com/item/K0001090766/,120.0,520.0,320.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,2090
56,CFD CSSD-S6B05GMG4VT,https://kakaku.com/item/K0001153968/,500.0,560.0,540.0,2.5インチ,SerialATA6Gb/s,3DNAND(BiCSフラッシュ),7mm,7106
57,レキサーメディア NS100 LNS100-1TRBJP [グレー],https://kakaku.com/item/K0001185557/,1000.0,550.0,,2.5インチ,SerialATA6Gb/s,,7mm,9878
58,サムスン 970 EVO Plus MZ-V7S500B/IT,https://kakaku.com/item/K0001123583/,500.0,3500.0,3200.0,M.2(Type2280),PCI-Express,V-NAND3bitMLC,2.38mm,14989
59,SANDISK ウルトラ 3D SSD SDSSDH3-4T00-J25,https://kakaku.com/item/K0001192380/,4000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,,7mm,55980
60,WESTERN DIGITAL WD Black SN750 NVMe WDS500G3XHC,https://kakaku.com/item/K0001122654/,500.0,3470.0,2600.0,M.2(Type2280),PCI-Express,3DNAND,8.1mm,12848
61,インテル SSD 545s SSDSC2KW512G8X1,https://kakaku.com/item/K0000991499/,512.0,550.0,500.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,10450
62,SANDISK SSD PLUS SDSSDA-240G-G26,https://kakaku.com/item/K0000974660/,240.0,530.0,440.0,2.5インチ,SerialATA6Gb/s,,7mm,3514
63,AGI AGI256G06AI138,https://kakaku.com/item/K0001184548/,256.0,556.0,515.0,2.5インチ,SerialATA6Gb/s,NANDTLC,7mm,2948
64,SANDISK SSD PLUS SDSSDA-240G-J26,https://kakaku.com/item/K0000881062/,240.0,530.0,440.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,3520
65,AGI AGI256G16AI198,https://kakaku.com/item/K0001113947/,256.0,1627.0,1262.0,M.2(Type2280),PCI-Express,,3.5mm,3480
66,バッファロー SSD-PG240U3-BA [ブラック],https://kakaku.com/item/K0001119876/,240.0,,320.0,,USB,,,3885
67,AGI AGI512G16AI198,https://kakaku.com/item/K0001113948/,512.0,1624.0,1473.0,M.2(Type2280),PCI-Express,,3.5mm,5980
68,トランセンド SSD230 TS512GSSD230S,https://kakaku.com/item/K0000952366/,512.0,560.0,520.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,6.8mm,6980
69,Silicon Power PCIe Gen3x4 P34A80 SP512GBP34A80M28,https://kakaku.com/item/K0001153540/,512.0,3400.0,,M.2(Type2280),PCI-Express,3DNAND,3.5mm,8480
70,インテル DC S3520 SSDSC2BB960G701,https://kakaku.com/item/K0000964789/,960.0,450.0,380.0,2.5インチ,SerialATA6Gb/s,MLC,7mm,17099
71,WESTERN DIGITAL WD Black SN750 NVMe WDS100T3XHC,https://kakaku.com/item/K0001122655/,1000.0,3470.0,3000.0,M.2(Type2280),PCI-Express,3DNAND,8.1mm,22176
72,ADATA XPG SX8200 Pro ASX8200PNP-2TT-C,https://kakaku.com/item/K0001182212/,2000.0,3500.0,3000.0,M.2(Type2280),PCI-Express,3DTLC,3.5mm,29348
73,キングストン A400 SSD SA400S37/240G,https://kakaku.com/item/K0000956840/,240.0,500.0,350.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,3540
74,Silicon Power Ace A55 SP001TBSS3A55S25,https://kakaku.com/item/K0001214310/,1000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,10321
75,バッファロー SSD-PGM1.9U3-B/N [ブラック],https://kakaku.com/item/K0001212942/,1900.0,530.0,,,USB,,,23980
76,WESTERN DIGITAL WD Black SN750 NVMe WDS100T3X0C,https://kakaku.com/item/K0001122650/,1000.0,3470.0,3000.0,M.2(Type2280),PCI-Express,3DNAND,2.38mm,23800
77,GIGABYTE AORUS GP-ASM2NE6100TTTD,https://kakaku.com/item/K0001171775/,1000.0,5000.0,4400.0,M.2(Type2280),PCI-Express,BiCS43DTLC,11.4mm,24148
78,SANDISK エクストリーム SDSSDE60-500G-J25,https://kakaku.com/item/K0001054126/,500.0,550.0,,,USB,,,10183
79,crucial BX500 CT120BX500SSD1JP,https://kakaku.com/item/K0001097405/,120.0,540.0,500.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,2400
80,Apacer AS340 AP240GAS340G-1,https://kakaku.com/item/K0001209732/,240.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,2980
81,インテル SSD 545s SSDSC2KW256G8X1,https://kakaku.com/item/K0000991498/,256.0,550.0,500.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,6180
82,サムスン 860 EVO M.2 MZ-N6E500B/IT,https://kakaku.com/item/K0001027997/,500.0,550.0,520.0,M.2(Type2280),SerialATA6Gb/s,V-NAND3bitMLC,2.38mm,7489
83,SANDISK SSD PLUS SDSSDA-1T00-J26,https://kakaku.com/item/K0001144883/,1000.0,535.0,450.0,2.5インチ,SerialATA6Gb/s,,7mm,11000
84,Corsair Force Series MP600 CSSD-F1000GBMP600,https://kakaku.com/item/K0001171154/,1000.0,4950.0,4250.0,M.2(Type2280),PCI-Express,3DTLCNAND,15mm,23980
85,WESTERN DIGITAL WD Blue 3D NAND SATA WDS400T2B0A,https://kakaku.com/item/K0001168624/,4000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,57978
86,ADATA Ultimate SU650 ASU650SS-240GT-R,https://kakaku.com/item/K0001090767/,240.0,520.0,450.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,3293
87,IODATA SSPH-UT480K/E,https://kakaku.com/item/K0001151258/,480.0,350.0,300.0,,USB,,,6880
88,キングストン A2000 SSD SA2000M8/500G,https://kakaku.com/item/K0001180670/,500.0,2200.0,2000.0,M.2(Type2280),PCI-Express,3DNAND,3.5mm,7460
89,ADATA XPG SX8200 Pro ASX8200PNP-512GT-C,https://kakaku.com/item/K0001136685/,512.0,3500.0,2350.0,M.2(Type2280),PCI-Express,3DTLC,3.5mm,8360
90,インテル SSD 760p SSDPEKKW512G8XT,https://kakaku.com/item/K0001028199/,512.0,3230.0,1625.0,M.2(Type2280),PCI-Express,3DTLCNAND,2.38mm,11684
91,Silicon Power Ace A55 SP256GBSS3A55S25,https://kakaku.com/item/K0001214308/,256.0,550.0,450.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,3685
92,crucial MX500 CT500MX500SSD1,https://kakaku.com/item/K0001024635/,500.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,6569
93,サムスン T5 MU-PA500B/IT [ブルー],https://kakaku.com/item/K0000990360/,500.0,540.0,540.0,,USB,V-NAND,,9990
94,トランセンド TS512GMTS430S,https://kakaku.com/item/K0001133994/,512.0,560.0,500.0,M.2(Type2242),SerialATA6Gb/s,3DNAND,3.58mm,9480
95,ESSENCORE KLEVV NEO N400 K240GSSDS3-N40,https://kakaku.com/item/K0001196222/,240.0,500.0,,2.5インチ,SerialATA6Gb/s,,7mm,3080
96,Silicon Power Ace A55 SP512GBSS3A55S25,https://kakaku.com/item/K0001214309/,512.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,6098
97,AGI AGI960G17AI178,https://kakaku.com/item/K0001051709/,960.0,560.0,525.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,8778
98,サムスン 970 EVO Plus MZ-V7S1T0B/IT,https://kakaku.com/item/K0001123584/,1000.0,3500.0,3300.0,M.2(Type2280),PCI-Express,V-NAND3bitMLC,2.38mm,27989
99,WESTERN DIGITAL WD Black SN750 NVMe WDS250G3X0C,https://kakaku.com/item/K0001122648/,250.0,3100.0,1600.0,M.2(Type2280),PCI-Express,3DNAND,2.38mm,7204
100,crucial BX500 CT120BX500SSD1,https://kakaku.com/item/K0001086727/,120.0,540.0,500.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,2310
101,バッファロー SSD-PGM480U3-B/N [ブラック],https://kakaku.com/item/K0001212944/,480.0,530.0,,,USB,,,7680
102,レキサーメディア NS100 LNS100-128RBJP [グレー],https://kakaku.com/item/K0001168436/,128.0,520.0,,2.5インチ,SerialATA6Gb/s,TLCNAND,7mm,2178
103,旭東エレクトロニクス SUNEAST SE800-n256GB,https://kakaku.com/item/K0001065140/,256.0,530.0,450.0,M.2(Type2280),SerialATA6Gb/s,3DTLCNAND,3.5mm,3704
104,トランセンド MTS420 TS240GMTS420S,https://kakaku.com/item/K0001018668/,240.0,560.0,500.0,M.2(Type2242),SerialATA6Gb/s,3DNANDTLC,3.58mm,4780
105,旭東エレクトロニクス SUNEAST SE800-512GB,https://kakaku.com/item/K0001112613/,512.0,530.0,500.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,5567
106,WESTERN DIGITAL WD Blue SN500 NVMe WDS250G1B0C,https://kakaku.com/item/K0001140103/,250.0,1700.0,1300.0,M.2(Type2280),PCI-Express,3DNAND,2.38mm,5680
107,レキサーメディア NM610 LNM610-500RBJP,https://kakaku.com/item/K0001211577/,500.0,2000.0,1600.0,M.2(Type2280),PCI-Express,3DTLC,2.25mm,6578
108,CFD CSSD-S6B02TMG4VT,https://kakaku.com/item/K0001153966/,2000.0,560.0,540.0,2.5インチ,SerialATA6Gb/s,3DNAND(BiCSフラッシュ),7mm,29348
109,ESSENCORE KLEVV NEO N400 K120GSSDS3-N40,https://kakaku.com/item/K0001185422/,120.0,500.0,,2.5インチ,SerialATA6Gb/s,,7mm,1987
110,SANDISK SSD PLUS SDSSDA-120G-G27,https://kakaku.com/item/K0001041037/,120.0,530.0,310.0,2.5インチ,SerialATA6Gb/s,,7mm,2506
111,旭東エレクトロニクス SUNEAST SE800-360GB,https://kakaku.com/item/K0001062591/,360.0,530.0,450.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,4223
112,WESTERN DIGITAL WD Blue 3D NAND SATA WDS250G2B0B,https://kakaku.com/item/K0000969850/,250.0,550.0,525.0,M.2(Type2280),SerialATA6Gb/s,3DNAND,2.23mm,4818
113,キングストン A400 SSD SA400S37/480G,https://kakaku.com/item/K0000956841/,480.0,500.0,450.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,5640
114,ADATA Ultimate SU750 ASU750SS-512GT-C,https://kakaku.com/item/K0001143804/,512.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,6350
115,旭東エレクトロニクス SUNEAST SE800-2TB,https://kakaku.com/item/K0001123687/,2000.0,550.0,500.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,21888
116,ADATA XPG SPECTRIX S40G AS40G-512GT-C,https://kakaku.com/item/K0001177555/,512.0,3500.0,2400.0,M.2(Type2280),PCI-Express,3DTLCNAND,8mm,8580
117,WESTERN DIGITAL WD Black SN750 NVMe WDS200T3X0C,https://kakaku.com/item/K0001122651/,2000.0,3400.0,2900.0,M.2(Type2280),PCI-Express,3DNAND,2.38mm,46689
118,エレコム ESD-ED0120GBK [ブラック],https://kakaku.com/item/K0001078811/,120.0,300.0,50.0,,USB,TLC,,2943
119,グリーンハウス GH-SSDR2SA240,https://kakaku.com/item/K0001083590/,240.0,520.0,450.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,3269
120,レキサーメディア NS100 LNS100-512RBJP [グレー],https://kakaku.com/item/K0001168438/,512.0,550.0,,2.5インチ,SerialATA6Gb/s,TLCNAND,7mm,5918
121,WESTERN DIGITAL WD Red SA500 NAS SATA WDS500G1R0A,https://kakaku.com/item/K0001215279/,500.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,9328
122,WESTERN DIGITAL WD Blue 3D NAND SATA WDS200T2B0B,https://kakaku.com/item/K0000969853/,2000.0,560.0,530.0,M.2(Type2280),SerialATA6Gb/s,3DNAND,2.38mm,26980
123,SANDISK エクストリーム プロ SDSSDE80-2T00-J25,https://kakaku.com/item/K0001182185/,2000.0,1050.0,,,USB,,,49280
124,トランセンド SSD230 TS256GSSD230S,https://kakaku.com/item/K0000952365/,256.0,560.0,500.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,6.8mm,4380
125,crucial MX500 CT250MX500SSD4/JP,https://kakaku.com/item/K0001051513/,250.0,560.0,510.0,M.2(Type2280),SerialATA6Gb/s,3DTLCNAND,,4680
126,SANDISK SSD PLUS SDSSDA-480G-G26,https://kakaku.com/item/K0000974661/,480.0,535.0,445.0,2.5インチ,SerialATA6Gb/s,,7mm,6041
127,インテル SSD 660p SSDPEKNW512G8X1,https://kakaku.com/item/K0001092796/,512.0,1500.0,1000.0,M.2(Type2280),PCI-Express,3DNANDQLC,,7280
128,バッファロー SSD-PH1.0U3-BA [ブラック],https://kakaku.com/item/K0001147808/,1000.0,1000.0,1000.0,,USB,,,24524
129,SANDISK エクストリーム プロ SDSSDE80-1T00-J25,https://kakaku.com/item/K0001182186/,1000.0,1050.0,,,USB,,,26945
130,ADATA XPG SX6000 Pro ASX6000PNP-256GT-C,https://kakaku.com/item/K0001098549/,256.0,2100.0,1200.0,M.2(Type2280),PCI-Express,3DNANDTLC,2.15mm,4290
131,WESTERN DIGITAL WD Red SA500 NAS SATA WDS400T1R0A,https://kakaku.com/item/K0001215282/,4000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,70400
132,旭東エレクトロニクス SUNEAST SE800-m128GB,https://kakaku.com/item/K0001071610/,128.0,530.0,400.0,mSATA,SerialATA6Gb/s,3DTLCNAND,4mm,2580
133,SANDISK ウルトラ 3D SSD SDSSDH3-250G-J25,https://kakaku.com/item/K0000987592/,250.0,550.0,525.0,2.5インチ,SerialATA6Gb/s,,7mm,4910
134,Corsair Force Series MP510 CSSD-F240GBMP510,https://kakaku.com/item/K0001098772/,240.0,3100.0,1050.0,M.2(Type2280),PCI-Express,3DTLCNAND,3mm,5580
135,バッファロー SSD-PGC480U3-BA,https://kakaku.com/item/K0001102599/,480.0,,,,USB,,,6629
136,サムスン 860 EVO MZ-76E1T0B/IT,https://kakaku.com/item/K0001027989/,1000.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,V-NAND3bitMLC,6.8mm,18312
137,CFD PG3VNF CSSD-M2B2TPG3VNF,https://kakaku.com/item/K0001169974/,2000.0,5000.0,4400.0,M.2(Type2280),PCI-Express,3DTLC(BiCS4Flash),,52580
138,ESSENCORE KLEVV NEO N510+ K240GSSDS3-N51,https://kakaku.com/item/K0001185420/,240.0,520.0,500.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,3200
139,SANDISK SSD PLUS SDSSDA-480G-J26,https://kakaku.com/item/K0000881063/,480.0,535.0,445.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,6050
140,crucial BX500 CT480BX500SSD1JP,https://kakaku.com/item/K0001097407/,480.0,540.0,500.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,6270
141,バッファロー SSD-PG120U3-BA [ブラック],https://kakaku.com/item/K0001119877/,120.0,,200.0,,USB,,,3300
142,crucial BX500 CT480BX500SSD1,https://kakaku.com/item/K0001086729/,480.0,540.0,500.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,5791
143,インテル 540s Series SSDSCKKW480H6X1,https://kakaku.com/item/K0000871224/,480.0,560.0,480.0,M.2(Type2280),SerialATA6Gb/s,TLC,2.38mm,5979
144,IODATA SSPH-UT960K/E,https://kakaku.com/item/K0001151259/,960.0,340.0,300.0,,USB,,,13093
145,トランセンド TS1TMTE220S,https://kakaku.com/item/K0001125540/,1000.0,3500.0,2800.0,M.2(Type2280),PCI-Express,3DNAND,3.58mm,14280
146,crucial BX500 CT240BX500SSD1,https://kakaku.com/item/K0001086728/,240.0,540.0,500.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,3574
147,サムスン 860 EVO MZ-76E250B/IT,https://kakaku.com/item/K0001027991/,250.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,V-NAND3bitMLC,6.8mm,4980
148,ADATA XPG SPECTRIX S40G AS40G-256GT-C,https://kakaku.com/item/K0001177554/,256.0,3500.0,1200.0,M.2(Type2280),PCI-Express,3DTLCNAND,8mm,5380
149,Silicon Power PCIe Gen3x4 P34A80 SP256GBP34A80M28,https://kakaku.com/item/K0001153539/,256.0,,,M.2(Type2280),PCI-Express,3DNAND,3.5mm,5490
150,バッファロー SSD-PL480U3-BK/N [ブラック],https://kakaku.com/item/K0000986768/,480.0,340.0,320.0,,USB,,,6679
151,バッファロー SSD-PG480U3-BA [ブラック],https://kakaku.com/item/K0001119875/,480.0,,320.0,,USB,,,7287
152,PLEXTOR M8VC PX-512M8VC,https://kakaku.com/item/K0001152720/,512.0,560.0,520.0,2.5インチ,SerialATA6Gb/s,3DTLC,6.8mm,7700
153,CFD CG3VZ CSSD-S6M01TCG3VZ,https://kakaku.com/item/K0001187448/,1000.0,,510.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC(MicronB27A),,12078
154,ADATA XPG SX8200 Pro ASX8200PNP-1TT-C,https://kakaku.com/item/K0001136686/,1000.0,3500.0,3000.0,M.2(Type2280),PCI-Express,3DTLC,3.5mm,16378
155,トランセンド SSD220 TS240GSSD220S,https://kakaku.com/item/K0000871391/,240.0,500.0,480.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,6.8mm,3980
156,インテル SSD 660p SSDPEKNW512G8XT,https://kakaku.com/item/K0001102555/,512.0,1500.0,1000.0,M.2(Type2280),PCI-Express,3DNANDQLC,,7480
157,キングストン UV500 SSD SUV500MS/480G,https://kakaku.com/item/K0001051561/,480.0,520.0,500.0,mSATA,SerialATA6Gb/s,3DTLC,4.85mm,8780
158,Palit Microsystems UVS-SSD720 (720GB) ドスパラWeb限定モデル,https://kakaku.com/item/K0001175956/,720.0,530.0,500.0,2.5インチ,SerialATA6Gb/s,TLC,,7700
159,crucial MX500 CT1000MX500SSD1,https://kakaku.com/item/K0001024636/,1000.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,12048
