,name,url,processor_name,maker,type,clock,max_clock,core,thread,is_L2,L2,is_L3,L3,is_smart_cache,smart_cache,PRICE
125,インテル Core i3 9100 BOX,https://kakaku.com/item/K0001168066/,Corei39100 (CoffeeLake),インテル,LGA1151,3.6,4.2,4.0,4.0,0.0,0.0,1.0,6000.0,0.0,0.0,14762.0
126,インテル Core i7 7700 BOX,https://kakaku.com/item/K0000932813/,Corei77700 (KabyLake-S),インテル,LGA1151,3.6,4.2,4.0,8.0,0.0,0.0,0.0,0.0,1.0,8000.0,39527.0
127,インテル Xeon E-2234 BOX,https://kakaku.com/item/K0001210313/,XeonE-2234 (CoffeeLake),インテル,LGA1151,3.6,4.8,4.0,8.0,0.0,0.0,0.0,0.0,1.0,12000.0,36000.0
128,インテル Xeon W-2123 BOX,https://kakaku.com/item/K0001031351/,XeonW-2123 (Skylake-W),インテル,LGA2066,3.6,3.9,4.0,8.0,0.0,0.0,1.0,8250.0,0.0,0.0,37690.0
129,インテル Xeon Gold 5122 BOX,https://kakaku.com/item/K0000982844/,XeonGold5122 (Skylake-SP),インテル,LGA3647,3.6,3.7,4.0,8.0,0.0,0.0,1.0,16500.0,0.0,0.0,149890.0
130,インテル Core i5 8600K BOX,https://kakaku.com/item/K0001002279/,Corei58600K (CoffeeLake-S),インテル,LGA1151,3.6,4.3,6.0,6.0,0.0,0.0,0.0,0.0,1.0,9000.0,31900.0
131,インテル Xeon W-2133 バルク,https://kakaku.com/item/K0001098190/,XeonW-2133 (Skylake-W),インテル,LGA2066,3.6,3.9,6.0,12.0,0.0,0.0,1.0,8250.0,0.0,0.0,87371.0
132,インテル Xeon E5-1650 v4 BOX,https://kakaku.com/item/K0000904453/,XeonE5-1650V4 (Broadwell-EP),インテル,LGA2011-3,3.6,4.0,6.0,12.0,0.0,0.0,1.0,15000.0,0.0,0.0,77204.0
133,インテル Core i7 9700KF BOX,https://kakaku.com/item/K0001145324/,Corei79700KF (CoffeeLake-SRefresh),インテル,LGA1151,3.6,4.9,8.0,8.0,0.0,0.0,0.0,0.0,1.0,12000.0,43496.0
134,インテル Core i9 9900KF BOX,https://kakaku.com/item/K0001145325/,Corei99900KF (CoffeeLake-SRefresh),インテル,LGA1151,3.6,5.0,8.0,16.0,0.0,0.0,0.0,0.0,1.0,16000.0,53122.0
135,インテル Core i7 7820X,https://kakaku.com/item/K0000970156/,Corei77820X (Skylake-X),インテル,LGA2066,3.6,4.3,8.0,16.0,0.0,0.0,1.0,11000.0,0.0,0.0,51480.0
136,インテル Core i3 6100 BOX,https://kakaku.com/item/K0000832917/,Corei36100 (Skylake),インテル,LGA1151,3.7,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,3000.0,16800.0
137,インテル Pentium Gold G5400 BOX,https://kakaku.com/item/K0001045053/,PentiumGoldG5400 (CoffeeLake-S),インテル,LGA1151,3.7,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,4000.0,6680.0
138,インテル Pentium Dual-Core G4620 BOX,https://kakaku.com/item/K0000936001/,PentiumDual-CoreG4620 (KabyLake-S),インテル,LGA1151,3.7,0.0,2.0,4.0,0.0,0.0,1.0,3000.0,0.0,0.0,12524.0
139,インテル Core i3 8300 BOX,https://kakaku.com/item/K0001045050/,Corei38300 (CoffeeLake-S),インテル,LGA1151,3.7,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,8000.0,19651.0
140,インテル Xeon E3-1240 v6 BOX,https://kakaku.com/item/K0000957606/,XeonE3-1240V6 (KabyLake-S),インテル,LGA1151,3.7,4.1,4.0,8.0,0.0,0.0,0.0,0.0,1.0,8000.0,36959.0
141,インテル Core i5 9600KF BOX,https://kakaku.com/item/K0001145323/,Corei59600KF (CoffeeLake-SRefresh),インテル,LGA1151,3.7,4.6,6.0,6.0,0.0,0.0,0.0,0.0,1.0,9000.0,22850.0
142,インテル Core i7 8700K BOX,https://kakaku.com/item/K0001002085/,Corei78700K (CoffeeLake-S),インテル,LGA1151,3.7,4.7,6.0,12.0,0.0,0.0,0.0,0.0,1.0,12000.0,44188.0
143,インテル Xeon W-2135 BOX,https://kakaku.com/item/K0001031352/,XeonW-2135 (Skylake-W),インテル,LGA2066,3.7,4.5,6.0,12.0,0.0,0.0,1.0,8250.0,0.0,0.0,104590.0
144,インテル Xeon W-2145 バルク,https://kakaku.com/item/K0001098192/,XeonW-2145 (Skylake-W),インテル,LGA2066,3.7,4.5,8.0,16.0,0.0,0.0,1.0,11000.0,0.0,0.0,159839.0
145,インテル Xeon W-3225 バルク,https://kakaku.com/item/K0001211657/,XeonW-3225 (CascadeLake),インテル,LGA3647,3.7,4.4,8.0,16.0,0.0,0.0,1.0,16500.0,0.0,0.0,159490.0
146,インテル Core i9 10900X BOX,https://kakaku.com/item/K0001217271/,Corei910900X (CascadeLake),インテル,LGA2066,3.7,4.7,10.0,20.0,0.0,0.0,1.0,19250.0,0.0,0.0,75679.0
147,インテル Pentium Gold G5420 BOX,https://kakaku.com/item/K0001187545/,PentiumGoldG5420 (CoffeeLake),インテル,LGA1151,3.8,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,4000.0,6989.0
148,インテル Core i5 7600K BOX,https://kakaku.com/item/K0000932817/,Corei57600K (KabyLake-S),インテル,LGA1151,3.8,4.2,4.0,4.0,0.0,0.0,0.0,0.0,1.0,6000.0,32389.0
149,インテル Xeon E3-1270 v6 BOX,https://kakaku.com/item/K0000957611/,XeonE3-1270V6 (KabyLake-S),インテル,LGA1151,3.8,4.2,4.0,8.0,0.0,0.0,0.0,0.0,1.0,8000.0,40538.0
150,インテル Xeon Platinum 8256 BOX,https://kakaku.com/item/K0001159360/,XeonPlatinum8256 (CascadeLake-SP),インテル,LGA3647,3.8,3.9,4.0,8.0,0.0,0.0,1.0,17000.0,0.0,0.0,863000.0
151,インテル Core i7 9800X BOX,https://kakaku.com/item/K0001096315/,Corei79800X (Skylake-XRefresh),インテル,LGA2066,3.8,4.4,8.0,16.0,0.0,0.0,0.0,0.0,1.0,16500.0,43880.0
152,インテル Core i3 7100 BOX,https://kakaku.com/item/K0000933419/,Corei37100 (KabyLake-S),インテル,LGA1151,3.9,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,3000.0,15408.0
153,インテル Pentium Gold G5600 BOX,https://kakaku.com/item/K0001045051/,PentiumGoldG5600 (CoffeeLake-S),インテル,LGA1151,3.9,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,4000.0,10945.0
154,インテル Pentium Gold G5620 BOX,https://kakaku.com/item/K0001217818/,PentiumGoldG5620 (CoffeeLakeRefresh),インテル,LGA1151,4.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,12000.0,11870.0
155,インテル Core i3 7300 BOX,https://kakaku.com/item/K0000933417/,Corei37300 (KabyLake-S),インテル,LGA1151,4.0,0.0,2.0,4.0,0.0,0.0,1.0,4000.0,0.0,0.0,19644.0
156,インテル Core i3 8350K BOX,https://kakaku.com/item/K0001002088/,Corei38350K (CoffeeLake-S),インテル,LGA1151,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,8000.0,18296.0
157,インテル Core i3 9350KF BOX,https://kakaku.com/item/K0001152701/,Corei39350KF (CoffeeLake-SRefresh),インテル,LGA1151,4.0,4.6,4.0,4.0,0.0,0.0,1.0,8000.0,0.0,0.0,19970.0
158,インテル Core i7 6700K BOX,https://kakaku.com/item/K0000800540/,Corei76700K (Skylake),インテル,LGA1151,4.0,4.2,4.0,8.0,0.0,0.0,0.0,0.0,1.0,8000.0,40736.0
159,インテル Xeon W-2125 バルク,https://kakaku.com/item/K0001098189/,XeonW-2125 (Skylake-W),インテル,LGA2066,4.0,4.5,4.0,8.0,0.0,0.0,1.0,8250.0,0.0,0.0,64799.0
160,インテル Core i9 9900KS Special Edition BOX,https://kakaku.com/item/K0001207178/,Corei99900KS (CoffeeLakeRefresh),インテル,LGA1151,4.0,5.0,8.0,16.0,0.0,0.0,1.0,16000.0,0.0,0.0,64780.0
161,インテル Core i3 7320 BOX,https://kakaku.com/item/K0000933415/,Corei37320 (KabyLake-S),インテル,LGA1151,4.1,0.0,2.0,4.0,0.0,0.0,1.0,4000.0,0.0,0.0,20964.0
162,インテル Core i3 7350K BOX,https://kakaku.com/item/K0000933425/,Corei37350K (KabyLake-S),インテル,LGA1151,4.2,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,4000.0,24999.0
163,インテル Core i7 7700K BOX,https://kakaku.com/item/K0000932815/,Corei77700K (KabyLake-S),インテル,LGA1151,4.2,4.5,4.0,8.0,0.0,0.0,0.0,0.0,1.0,8000.0,47656.0
