0,name,url,capacity,read_speed,write_speed,std_size,interface,type,thikness,PRICE
0,CFD CSSD-S6B480CG3VX,https://kakaku.com/item/K0001132862/,480.0,550.0,510.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC(TMCBiCSフラッシュ),7mm,5258
1,crucial P1 CT1000P1SSD8JP,https://kakaku.com/item/K0001101038/,1000.0,2000.0,1700.0,M.2(Type2280),PCI-Express,3DNAND,0,12628
2,crucial MX500 CT500MX500SSD1/JP,https://kakaku.com/item/K0001028334/,500.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,6979
3,crucial MX500 CT1000MX500SSD1/JP,https://kakaku.com/item/K0001028335/,1000.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,13472
4,サムスン 860 EVO MZ-76E500B/IT,https://kakaku.com/item/K0001027990/,500.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,V-NAND3bitMLC,6.8mm,7124
5,crucial BX500 CT240BX500SSD1JP,https://kakaku.com/item/K0001097406/,240.0,540.0,500.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,3434
6,WESTERN DIGITAL WD Blue 3D NAND SATA WDS100T2B0A,https://kakaku.com/item/K0000969848/,1000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,12250
7,サムスン 860 QVO MZ-76Q1T0B/IT,https://kakaku.com/item/K0001122056/,1000.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,V-NAND4bitMLC,6.8mm,11450
9,Silicon Power PCIe Gen3x4 P34A80 SP001TBP34A80M28,https://kakaku.com/item/K0001153541/,1000.0,3400.0,3000.0,M.2(Type2280),PCI-Express,3DNAND,3.5mm,14500
10,WESTERN DIGITAL WD Blue SN500 NVMe WDS500G1B0C,https://kakaku.com/item/K0001140102/,500.0,1700.0,1450.0,M.2(Type2280),PCI-Express,3DNAND,2.38mm,7590
11,CFD PG3VNF CSSD-M2B1TPG3VNF,https://kakaku.com/item/K0001169975/,1000.0,5000.0,4400.0,M.2(Type2280),PCI-Express,3DTLC(BiCS4Flash),0,21970
12,AGI AGI960G17AI178,https://kakaku.com/item/K0001051709/,960.0,560.0,525.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,8998
13,WESTERN DIGITAL WD Blue 3D NAND SATA WDS500G2B0A,https://kakaku.com/item/K0000969847/,500.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,6889
15,インテル SSD 660p SSDPEKNW010T8X1,https://kakaku.com/item/K0001092797/,1024.0,1800.0,1800.0,M.2(Type2280),PCI-Express,3DNANDQLC,0,11980
17,SANDISK ウルトラ 3D SSD SDSSDH3-1T00-J25,https://kakaku.com/item/K0000987594/,1000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,0,7mm,12893
18,グリーンハウス GH-SSDR2SA120,https://kakaku.com/item/K0001083589/,120.0,500.0,400.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,1949
19,ADATA Ultimate SU630 ASU630SS-480GQ-T NTT-X Store限定モデル,https://kakaku.com/item/K0001198802/,480.0,520.0,450.0,2.5インチ,SerialATA6Gb/s,3DQLC,7mm,4999
20,crucial MX500 CT250MX500SSD1/JP,https://kakaku.com/item/K0001028333/,250.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,6094
21,HP S700 2DP99AA#UUF,https://kakaku.com/item/K0001216093/,500.0,560.0,515.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,5368
22,HP S700 2DP98AA#UUF,https://kakaku.com/item/K0001196063/,250.0,555.0,515.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,7530
24,レキサーメディア NM610 LNM610-1TRBJP,https://kakaku.com/item/K0001211576/,1000.0,2100.0,1600.0,M.2(Type2280),PCI-Express,3DTLC,2.25mm,12480
25,インテル SSD 660p SSDPEKNW020T8X1,https://kakaku.com/item/K0001092798/,2048.0,1800.0,1800.0,M.2(Type2280),PCI-Express,3DNANDQLC,0,22739
26,CFD CSSD-S6B01TMG4VT,https://kakaku.com/item/K0001153967/,1000.0,560.0,540.0,2.5インチ,SerialATA6Gb/s,3DNAND(BiCSフラッシュ),7mm,13280
27,IODATA SSPH-UT480K/E,https://kakaku.com/item/K0001151258/,480.0,350.0,300.0,0,USB,0,0,6680
28,WESTERN DIGITAL WD Black SN750 NVMe WDS500G3X0C,https://kakaku.com/item/K0001122649/,500.0,3470.0,2600.0,M.2(Type2280),PCI-Express,3DNAND,2.38mm,12913
29,UMAX S330 UM-SSD25S330-240,https://kakaku.com/item/K0001216436/,240.0,520.0,450.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,3278
30,SANDISK ウルトラ 3D SSD SDSSDH3-500G-J25,https://kakaku.com/item/K0000987593/,500.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,0,7mm,7040
32,WESTERN DIGITAL WD Blue 3D NAND SATA WDS200T2B0A,https://kakaku.com/item/K0000969849/,2000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,24800
33,SANDISK ウルトラ 3D SSD SDSSDH3-2T00-J25,https://kakaku.com/item/K0000987595/,2000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,0,7mm,24860
34,WESTERN DIGITAL WD Blue 3D NAND SATA WDS100T2B0B,https://kakaku.com/item/K0000969852/,1000.0,560.0,530.0,M.2(Type2280),SerialATA6Gb/s,3DNAND,2.23mm,12272
35,WESTERN DIGITAL WD Blue 3D NAND SATA WDS500G2B0B,https://kakaku.com/item/K0000969851/,500.0,560.0,530.0,M.2(Type2280),SerialATA6Gb/s,3DNAND,2.23mm,6990
36,crucial P1 CT500P1SSD8JP,https://kakaku.com/item/K0001101037/,500.0,1900.0,950.0,M.2(Type2280),PCI-Express,3DNAND,0,8280
37,GIGABYTE AORUS GP-ASM2NE6100TTTD,https://kakaku.com/item/K0001171775/,1000.0,5000.0,4400.0,M.2(Type2280),PCI-Express,BiCS43DTLC,11.4mm,19800
38,AGI AGI512G17AI178,https://kakaku.com/item/K0001119256/,512.0,556.0,519.0,2.5インチ,SerialATA6Gb/s,0,7mm,4980
39,エレコム ESD-ED0480GBK [ブラック],https://kakaku.com/item/K0001078817/,480.0,300.0,200.0,0,USB,TLC,0,7749
40,ADATA Ultimate SU630 ASU630SS-960GQ-R,https://kakaku.com/item/K0001119257/,960.0,520.0,450.0,2.5インチ,SerialATA6Gb/s,3DQLC,7mm,9111
41,SANDISK SSD PLUS SDSSDA-1T00-J26,https://kakaku.com/item/K0001144883/,1000.0,535.0,450.0,2.5インチ,SerialATA6Gb/s,0,7mm,11000
42,SANDISK SSD PLUS SDSSDA-240G-J26,https://kakaku.com/item/K0000881062/,240.0,530.0,440.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,3520
44,PLEXTOR M9Pe(G) PX-512M9PeG,https://kakaku.com/item/K0001024377/,512.0,3200.0,2000.0,M.2(Type2280),PCI-Express,BiCS33DTLC,4.7mm,7568
45,ADATA Ultimate SU630 ASU630SS-240GQ-T NTT-X Store限定モデル,https://kakaku.com/item/K0001198801/,240.0,520.0,450.0,2.5インチ,SerialATA6Gb/s,3DQLC,7mm,3168
46,サムスン 970 EVO Plus MZ-V7S500B/IT,https://kakaku.com/item/K0001123583/,500.0,3500.0,3200.0,M.2(Type2280),PCI-Express,V-NAND3bitMLC,2.38mm,14037
48,WESTERN DIGITAL WD Blue 3D NAND SATA WDS250G2B0A,https://kakaku.com/item/K0000969846/,250.0,550.0,525.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,4900
49,CFD CSSD-S6B05GMG4VT,https://kakaku.com/item/K0001153968/,500.0,560.0,540.0,2.5インチ,SerialATA6Gb/s,3DNAND(BiCSフラッシュ),7mm,7113
50,CFD PG3VNF CSSD-M2B5GPG3VNF,https://kakaku.com/item/K0001169976/,500.0,5000.0,2500.0,M.2(Type2280),PCI-Express,3DTLC(BiCS4Flash),0,12527
51,CFD CSSD-S6B960CG3VX,https://kakaku.com/item/K0001132861/,960.0,550.0,510.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC(TMCBiCSフラッシュ),7mm,11000
52,ADATA XPG SX8200 Pro ASX8200PNP-512GT-C,https://kakaku.com/item/K0001136685/,512.0,3500.0,2350.0,M.2(Type2280),PCI-Express,3DTLC,3.5mm,8360
53,WESTERN DIGITAL WD Black SN750 NVMe WDS100T3XHC,https://kakaku.com/item/K0001122655/,1000.0,3470.0,3000.0,M.2(Type2280),PCI-Express,3DNAND,8.1mm,22800
54,crucial MX500 CT2000MX500SSD1/JP,https://kakaku.com/item/K0001028336/,2000.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,27500
57,crucial BX500 CT120BX500SSD1JP,https://kakaku.com/item/K0001097405/,120.0,540.0,500.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,2400
58,Corsair Force Series MP510 CSSD-F960GBMP510,https://kakaku.com/item/K0001098774/,960.0,3480.0,3000.0,M.2(Type2280),PCI-Express,3DTLCNAND,3mm,17570
59,インテル SSD 545s SSDSC2KW512G8X1,https://kakaku.com/item/K0000991499/,512.0,550.0,500.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,10480
60,AGI AGI512G16AI198,https://kakaku.com/item/K0001113948/,512.0,1624.0,1473.0,M.2(Type2280),PCI-Express,0,3.5mm,5680
61,WESTERN DIGITAL WD Black SN750 NVMe WDS100T3X0C,https://kakaku.com/item/K0001122650/,1000.0,3470.0,3000.0,M.2(Type2280),PCI-Express,3DNAND,2.38mm,24380
62,CFD CSSD-S6B240CG3VX,https://kakaku.com/item/K0001132863/,240.0,550.0,510.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC(TMCBiCSフラッシュ),7mm,3850
63,SANDISK SSD PLUS SDSSDA-240G-G26,https://kakaku.com/item/K0000974660/,240.0,530.0,440.0,2.5インチ,SerialATA6Gb/s,0,7mm,3515
67,WESTERN DIGITAL WD Blue 3D NAND SATA WDS500G2B0A+EXT,https://kakaku.com/item/K0001217636/,500.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,6980
68,WESTERN DIGITAL WD Black SN750 NVMe WDS500G3XHC,https://kakaku.com/item/K0001122654/,500.0,3470.0,2600.0,M.2(Type2280),PCI-Express,3DNAND,8.1mm,12880
69,SANDISK ウルトラ 3D SSD SDSSDH3-4T00-J25,https://kakaku.com/item/K0001192380/,4000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,0,7mm,55980
70,WESTERN DIGITAL WD Black SN750 NVMe WDS250G3X0C,https://kakaku.com/item/K0001122648/,250.0,3100.0,1600.0,M.2(Type2280),PCI-Express,3DNAND,2.38mm,7260
71,Corsair Force Series MP510 CSSD-F480GBMP510,https://kakaku.com/item/K0001098773/,480.0,3480.0,2000.0,M.2(Type2280),PCI-Express,3DTLCNAND,3mm,9980
73,ADATA Ultimate SU650 ASU650SS-120GT-R,https://kakaku.com/item/K0001090766/,120.0,520.0,320.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,2200
74,WESTERN DIGITAL WD Blue 3D NAND SATA WDS200T2B0B,https://kakaku.com/item/K0000969853/,2000.0,560.0,530.0,M.2(Type2280),SerialATA6Gb/s,3DNAND,2.38mm,26980
75,ADATA XPG SX8200 Pro ASX8200PNP-2TT-C,https://kakaku.com/item/K0001182212/,2000.0,3500.0,3000.0,M.2(Type2280),PCI-Express,3DTLC,3.5mm,29348
76,インテル SSD 760p SSDPEKKW512G8XT,https://kakaku.com/item/K0001028199/,512.0,3230.0,1625.0,M.2(Type2280),PCI-Express,3DTLCNAND,2.38mm,11980
77,サムスン 860 EVO M.2 MZ-N6E500B/IT,https://kakaku.com/item/K0001027997/,500.0,550.0,520.0,M.2(Type2280),SerialATA6Gb/s,V-NAND3bitMLC,2.38mm,7491
78,WESTERN DIGITAL WD Black SN750 NVMe WDS200T3X0C,https://kakaku.com/item/K0001122651/,2000.0,3400.0,2900.0,M.2(Type2280),PCI-Express,3DNAND,2.38mm,46689
79,PLEXTOR M8VC PX-512M8VC,https://kakaku.com/item/K0001152720/,512.0,560.0,520.0,2.5インチ,SerialATA6Gb/s,3DTLC,6.8mm,6468
81,ADATA Ultimate SU750 ASU750SS-1TT-C,https://kakaku.com/item/K0001143803/,1000.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,12074
82,GIGABYTE AORUS GP-ASM2NE6500GTTD,https://kakaku.com/item/K0001180103/,500.0,5000.0,2500.0,M.2(Type2280),PCI-Express,BiCS43DTLC,11.4mm,15178
83,WESTERN DIGITAL WD Blue SN500 NVMe WDS250G1B0C,https://kakaku.com/item/K0001140103/,250.0,1700.0,1300.0,M.2(Type2280),PCI-Express,3DNAND,2.38mm,5680
84,旭東エレクトロニクス SUNEAST SE800-512GB,https://kakaku.com/item/K0001112613/,512.0,530.0,500.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,6198
86,グリーンハウス GH-SSDR2SA240,https://kakaku.com/item/K0001083590/,240.0,520.0,450.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,3267
87,サムスン 970 EVO Plus MZ-V7S1T0B/IT,https://kakaku.com/item/K0001123584/,1000.0,3500.0,3300.0,M.2(Type2280),PCI-Express,V-NAND3bitMLC,2.38mm,27989
88,IODATA SSPH-UA480NV/E,https://kakaku.com/item/K0001181808/,480.0,440.0,430.0,0,USB,0,0,7480
89,インテル SSD 545s SSDSC2KW256G8X1,https://kakaku.com/item/K0000991498/,256.0,550.0,500.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,6180
91,旭東エレクトロニクス SUNEAST SE800-2TB,https://kakaku.com/item/K0001123687/,2000.0,550.0,500.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,21888
92,SANDISK SSD PLUS SDSSDA-480G-G26,https://kakaku.com/item/K0000974661/,480.0,535.0,445.0,2.5インチ,SerialATA6Gb/s,0,7mm,6041
93,Silicon Power Ace A55 SP512GBSS3A55S25,https://kakaku.com/item/K0001214309/,512.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,6913
94,インテル 540s Series SSDSCKKW480H6X1,https://kakaku.com/item/K0000871224/,480.0,560.0,480.0,M.2(Type2280),SerialATA6Gb/s,TLC,2.38mm,5979
95,ADATA Ultimate SU650 ASU650SS-240GT-R,https://kakaku.com/item/K0001090767/,240.0,520.0,450.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,3564
96,レキサーメディア NM610 LNM610-500RBJP,https://kakaku.com/item/K0001211577/,500.0,2000.0,1600.0,M.2(Type2280),PCI-Express,3DTLC,2.25mm,7780
97,トランセンド TS512GMTE220S,https://kakaku.com/item/K0001127531/,512.0,3500.0,2100.0,M.2(Type2280),PCI-Express,3DNAND,3.58mm,9480
98,トランセンド SSD230 TS256GSSD230S,https://kakaku.com/item/K0000952365/,256.0,560.0,500.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,6.8mm,4380
99,SANDISK SSD PLUS SDSSDA-120G-G27,https://kakaku.com/item/K0001041037/,120.0,530.0,310.0,2.5インチ,SerialATA6Gb/s,0,7mm,2506
100,ADATA XPG SX8200 Pro ASX8200PNP-256GT-C,https://kakaku.com/item/K0001136684/,256.0,3500.0,1200.0,M.2(Type2280),PCI-Express,3DTLC,3.5mm,5038
102,SANDISK SSD PLUS SDSSDA-480G-J26,https://kakaku.com/item/K0000881063/,480.0,535.0,445.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,6050
103,crucial BX500 CT480BX500SSD1JP,https://kakaku.com/item/K0001097407/,480.0,540.0,500.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,6270
104,トランセンド SSD230 TS512GSSD230S,https://kakaku.com/item/K0000952366/,512.0,560.0,520.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,6.8mm,7680
105,Corsair Force Series MP600 CSSD-F1000GBMP600,https://kakaku.com/item/K0001171154/,1000.0,4950.0,4250.0,M.2(Type2280),PCI-Express,3DTLCNAND,15mm,24800
107,サムスン T5 MU-PA500B/IT [ブルー],https://kakaku.com/item/K0000990360/,500.0,540.0,540.0,0,USB,V-NAND,0,9990
108,ADATA XPG SX8200 Pro ASX8200PNP-1TT-C,https://kakaku.com/item/K0001136686/,1000.0,3500.0,3000.0,M.2(Type2280),PCI-Express,3DTLC,3.5mm,16313
109,インテル DC S3520 SSDSC2BB960G701,https://kakaku.com/item/K0000964789/,960.0,450.0,380.0,2.5インチ,SerialATA6Gb/s,MLC,7mm,19399
110,バッファロー SSD-PL480U3-BK/N [ブラック],https://kakaku.com/item/K0000986768/,480.0,340.0,320.0,0,USB,0,0,6280
111,WESTERN DIGITAL WD Blue 3D NAND SATA WDS400T2B0A,https://kakaku.com/item/K0001168624/,4000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,57978
112,WESTERN DIGITAL WD Blue 3D NAND SATA WDS250G2B0B,https://kakaku.com/item/K0000969850/,250.0,550.0,525.0,M.2(Type2280),SerialATA6Gb/s,3DNAND,2.23mm,4818
113,WESTERN DIGITAL WD Red SA500 NAS SATA WDS500G1R0A,https://kakaku.com/item/K0001215279/,500.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,9280
114,トランセンド TS512GMTS430S,https://kakaku.com/item/K0001133994/,512.0,560.0,500.0,M.2(Type2242),SerialATA6Gb/s,3DNAND,3.58mm,9480
115,トランセンド TS1TMTE220S,https://kakaku.com/item/K0001125540/,1000.0,3500.0,2800.0,M.2(Type2280),PCI-Express,3DNAND,3.58mm,14980
116,Apacer AS340 AP120GAS340G-1,https://kakaku.com/item/K0001209731/,120.0,550.0,500.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,2970
117,AGI AGI256G06AI138,https://kakaku.com/item/K0001184548/,256.0,556.0,515.0,2.5インチ,SerialATA6Gb/s,NANDTLC,7mm,3278
118,インテル SSD 760p SSDPEKKW256G8XT,https://kakaku.com/item/K0001028198/,256.0,3210.0,1315.0,M.2(Type2280),PCI-Express,3DTLCNAND,2.38mm,7700
119,バッファロー SSD-PL960U3-BK/N [ブラック],https://kakaku.com/item/K0001007810/,960.0,340.0,320.0,0,USB,0,0,10980
121,トランセンド SSD230 TS128GSSD230S,https://kakaku.com/item/K0000952364/,128.0,560.0,500.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,6.8mm,2980
122,インテル SSD 660p SSDPEKNW512G8XT,https://kakaku.com/item/K0001102555/,512.0,1500.0,1000.0,M.2(Type2280),PCI-Express,3DNANDQLC,0,7183
123,インテル SSD 660p SSDPEKNW512G8X1,https://kakaku.com/item/K0001092796/,512.0,1500.0,1000.0,M.2(Type2280),PCI-Express,3DNANDQLC,0,7280
124,ADATA XPG SPECTRIX S40G AS40G-512GT-C,https://kakaku.com/item/K0001177555/,512.0,3500.0,2400.0,M.2(Type2280),PCI-Express,3DTLCNAND,8mm,8980
125,Apacer AS340 AP240GAS340G-1,https://kakaku.com/item/K0001209732/,240.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,3980
126,旭東エレクトロニクス SUNEAST SE800-360GB,https://kakaku.com/item/K0001062591/,360.0,530.0,450.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,4223
127,バッファロー SSD-PL480U3-BK,https://kakaku.com/item/K0000961670/,480.0,340.0,320.0,0,USB,0,0,5913
128,crucial MX500 CT500MX500SSD1,https://kakaku.com/item/K0001024635/,500.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,6928
129,BIOSTAR S120 S120-256GB,https://kakaku.com/item/K0001217374/,256.0,550.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,3182
130,Silicon Power Ace A55 SP256GBSS3A55S25,https://kakaku.com/item/K0001214308/,256.0,550.0,450.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,3992
131,ADATA XPG SX6000 Pro ASX6000PNP-256GT-C,https://kakaku.com/item/K0001098549/,256.0,2100.0,1200.0,M.2(Type2280),PCI-Express,3DNANDTLC,2.15mm,5580
132,crucial P1 CT1000P1SSD8,https://kakaku.com/item/K0001162117/,1000.0,2000.0,1700.0,M.2(Type2280),PCI-Express,3DNAND,0,12800
134,キングストン UV500 SSD SUV500MS/240G,https://kakaku.com/item/K0001051560/,240.0,520.0,500.0,mSATA,SerialATA6Gb/s,3DTLC,4.85mm,5240
135,グリーンハウス GH-SSDR2SA480,https://kakaku.com/item/K0001083591/,480.0,520.0,450.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,5297
136,レキサーメディア NM610 LNM610-250RBJP,https://kakaku.com/item/K0001214525/,250.0,2000.0,1200.0,M.2(Type2280),PCI-Express,3DTLC,2.25mm,4180
137,CFD CSSD-S6B02TMG4VT,https://kakaku.com/item/K0001153966/,2000.0,560.0,540.0,2.5インチ,SerialATA6Gb/s,3DNAND(BiCSフラッシュ),7mm,30980
138,SANDISK ウルトラ 3D SSD SDSSDH3-250G-J25,https://kakaku.com/item/K0000987592/,250.0,550.0,525.0,2.5インチ,SerialATA6Gb/s,0,7mm,4910
139,crucial BX500 CT480BX500SSD1,https://kakaku.com/item/K0001086729/,480.0,540.0,500.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,5790
140,crucial MX500 CT250MX500SSD4/JP,https://kakaku.com/item/K0001051513/,250.0,560.0,510.0,M.2(Type2280),SerialATA6Gb/s,3DTLCNAND,0,6180
141,ADATA Ultimate SU750 ASU750SS-512GT-C,https://kakaku.com/item/K0001143804/,512.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,6350
142,ADATA Ultimate SU650 ASU650SS-960GT-R,https://kakaku.com/item/K0001090769/,960.0,520.0,450.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,10164
143,サムスン 860 EVO MZ-76E1T0B/IT,https://kakaku.com/item/K0001027989/,1000.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,V-NAND3bitMLC,6.8mm,18312
144,Palit Microsystems UVS-SSD720 (720GB) ドスパラWeb限定モデル,https://kakaku.com/item/K0001175956/,720.0,530.0,500.0,2.5インチ,SerialATA6Gb/s,TLC,0,6980
145,ADATA Ultimate SU630 ASU630SS-960GQ-X NTT-X Store限定モデル,https://kakaku.com/item/K0001126328/,960.0,520.0,450.0,2.5インチ,SerialATA6Gb/s,3DQLC,7mm,9658
146,SEAGATE BarraCuda 120 SSD ZA2000CM1A003,https://kakaku.com/item/K0001220991/,2000.0,560.0,540.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,26980
147,Silicon Power Ace A55 SP128GBSS3A55S25,https://kakaku.com/item/K0001214307/,128.0,550.0,420.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,2525
148,旭東エレクトロニクス SUNEAST SE800-n128GB,https://kakaku.com/item/K0001065139/,128.0,530.0,400.0,M.2(Type2280),SerialATA6Gb/s,3DTLCNAND,3.5mm,2780
149,ESSENCORE KLEVV CRAS C700 M.2 K480GM2SP0-C70,https://kakaku.com/item/K0001185426/,480.0,1500.0,1300.0,M.2(Type2280),PCI-Express,3DNAND,2.8mm,6600
150,UMAX S330 UM-SSD25S330-960,https://kakaku.com/item/K0001216438/,960.0,560.0,450.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,9878
151,トランセンド SSD230 TS1TSSD230S,https://kakaku.com/item/K0001021060/,1000.0,560.0,520.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,6.8mm,14480
152,キングストン UV500 SSD SUV500MS/120G,https://kakaku.com/item/K0001051559/,120.0,520.0,320.0,mSATA,SerialATA6Gb/s,3DTLC,4.85mm,3550
153,グリーンハウス GH-SSDR2SA960,https://kakaku.com/item/K0001083592/,960.0,520.0,450.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,9900
154,crucial MX500 CT1000MX500SSD4/JP,https://kakaku.com/item/K0001051515/,1000.0,560.0,510.0,M.2(Type2280),SerialATA6Gb/s,3DTLCNAND,0,13480
155,CFD PG3VNF CSSD-M2B2TPG3VNF,https://kakaku.com/item/K0001169974/,2000.0,5000.0,4400.0,M.2(Type2280),PCI-Express,3DTLC(BiCS4Flash),0,52580
156,エレコム ESD-ED0120GBK [ブラック],https://kakaku.com/item/K0001078811/,120.0,300.0,50.0,0,USB,TLC,0,2911
157,ESSENCORE KLEVV NEO N510+ K240GSSDS3-N51,https://kakaku.com/item/K0001185420/,240.0,520.0,500.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,3140
158,トランセンド SSD220 TS240GSSD220S,https://kakaku.com/item/K0000871391/,240.0,500.0,480.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,6.8mm,4020
159,トランセンド 110S TS256GMTE110S,https://kakaku.com/item/K0001060796/,256.0,1700.0,1500.0,M.2(Type2280),PCI-Express,3DNAND,3.58mm,4580
160,サムスン 970 EVO Plus MZ-V7S250B/IT,https://kakaku.com/item/K0001123582/,250.0,3500.0,2300.0,M.2(Type2280),PCI-Express,V-NAND3bitMLC,2.38mm,9146
161,IODATA SSPH-UT960K/E,https://kakaku.com/item/K0001151259/,960.0,340.0,300.0,0,USB,0,0,11480
162,SANDISK エクストリーム プロ SDSSDXPM2-500G-J25,https://kakaku.com/item/K0001055416/,500.0,3400.0,2500.0,M.2(Type2280),PCI-Express,0,1.98mm,12480
163,crucial BX500 CT120BX500SSD1,https://kakaku.com/item/K0001086727/,120.0,540.0,500.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,2310
164,トランセンド MTS420 TS240GMTS420S,https://kakaku.com/item/K0001018668/,240.0,560.0,500.0,M.2(Type2242),SerialATA6Gb/s,3DNANDTLC,3.58mm,4780
165,PLEXTOR M8VC PX-256M8VC,https://kakaku.com/item/K0001152719/,256.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLC,6.8mm,4889
166,Silicon Power Ace A55 SP001TBSS3A55S25,https://kakaku.com/item/K0001214310/,1000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,10300
167,WESTERN DIGITAL WD Blue 3D NAND SATA WDS100T2B0A+EXT,https://kakaku.com/item/K0001217637/,1000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,12979
169,WESTERN DIGITAL WD Red SA500 NAS SATA WDS400T1R0A,https://kakaku.com/item/K0001215282/,4000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,70400
170,トランセンド MTS420 TS120GMTS420S,https://kakaku.com/item/K0001018667/,120.0,560.0,500.0,M.2(Type2242),SerialATA6Gb/s,3DNANDTLC,3.58mm,2933
171,crucial BX500 CT240BX500SSD1,https://kakaku.com/item/K0001086728/,240.0,540.0,500.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,3573
172,Corsair Force Series MP600 CSSD-F500GBMP600,https://kakaku.com/item/K0001205420/,500.0,4950.0,2500.0,M.2(Type2280),PCI-Express,3DTLCNAND,15mm,15980
173,レキサーメディア Professional SL100 Pro LSL100P-1TRBJP [ブラック],https://kakaku.com/item/K0001211860/,1000.0,950.0,900.0,0,USB,0,0,20150
174,Corsair Force Series MP600 CSSD-F2000GBMP600,https://kakaku.com/item/K0001171153/,2000.0,4950.0,4250.0,M.2(Type2280),PCI-Express,3DTLCNAND,15mm,47980
176,サムスン 970 EVO MZ-V7E250B/IT,https://kakaku.com/item/K0001049810/,250.0,3400.0,1500.0,M.2(Type2280),PCI-Express,V-NAND3bitMLC,2.38mm,6980
